training/actor/actor_loss;training/actor/adv;training/actor/bc_log_prob;training/actor/mse;training/actor/std;training/grad/max;training/grad/min;training/grad/norm;training/value/d_neg_loss;training/value/d_neg_max;training/value/d_neg_mean;training/value/d_neg_min;training/value/d_pos_loss;training/value/d_pos_max;training/value/d_pos_mean;training/value/d_pos_min;training/value/lam;training/value/lam_loss;training/value/total_loss;training/value/value_loss;validation/actor/actor_loss;validation/actor/adv;validation/actor/bc_log_prob;validation/actor/mse;validation/actor/std;validation/value/d_neg_loss;validation/value/d_neg_max;validation/value/d_neg_mean;validation/value/d_neg_min;validation/value/d_pos_loss;validation/value/d_pos_max;validation/value/d_pos_mean;validation/value/d_pos_min;validation/value/lam;validation/value/lam_loss;validation/value/total_loss;validation/value/value_loss;time/epoch_time;time/total_time;grad/value_cosine_similarity_mean;grad/actor_cosine_similarity_mean;grad/value_cosine_similarity_std;grad/actor_cosine_similarity_std;grad/value_magnitude_similarity_mean;grad/actor_magnitude_similarity_mean;grad/value_magnitude_similarity_std;grad/actor_magnitude_similarity_std;grad/value_scale_mean;grad/actor_scale_mean;grad/value_scale_std;grad/actor_scale_std;feature/embedding_rank;step
23.575527;0.08068084;-5.071672;0.19079165;1.0;1.1942401;-2.045885;53.469227;479.42215;28.14872;21.40938;8.510166;2.095885;11.548727;1.8572367;0.2905479;1.0;-2.045885;479.47214;481.51804;22.859308;0.08294241;-5.0891347;0.19777669;1.0;476.45822;33.09568;24.39869;5.183256;2.3419685;11.548595;1.9647073;0.32626018;1.0003;-2.2926562;476.50824;478.8009;0.0002986778079856693;33.18639302253723;0.027092766;0.021971118;0.049730517;0.34624672;0.94040465;0.49779734;0.15423281;0.34006748;138.73422;13.4089775;122.90136;41.351643;255;1
35.72419;0.15790649;-4.640374;0.018272582;1.0;79.43985;-97.2593;1274.5839;201.61273;964.3927;341.23804;17.028172;0.040577713;3.1525166;0.72347844;0.008863543;830.44806;7.8247204;243.13515;235.31042;54.16024;0.17940485;-4.6451097;0.020166708;1.0;211.31537;859.5514;326.6168;1.6043507;1.0110393;20.88187;1.0102487;0.0042108176;830.4492;-798.0943;252.83783;1050.9321;0.02940206065468326;3300.078757762909;0.031113528;0.00062449864;0.09049208;0.14750028;0.4426576;0.3141844;0.4152736;0.3374428;37668.426;44.452953;110937.11;114.147255;19;111112
45.11625;0.19575797;-4.6347737;0.016032472;1.0;41.3235;-57.96135;1098.9987;145.04854;1280.6687;449.96524;13.531914;0.043039653;2.8909378;0.772362;0.006241291;683.27045;4.7558;179.21207;174.45627;90.08876;0.28501582;-4.660722;0.026411487;1.0;156.66476;1149.9281;435.6756;7.7629604;4.796455;48.470924;1.4065475;0.0065549696;683.3848;-3243.655;190.83423;3434.4893;0.022009574701034356;5745.584614992142;0.017029908;0.0009055609;0.069881015;0.13698502;0.31152052;0.27340764;0.36722648;0.3298403;65500.25;70.91899;163778.42;265.0557;19;222223
45.76399;0.20364332;-4.6340437;0.015740316;1.0;38.66395;-40.255066;1161.6383;116.04076;1416.8579;529.14734;9.7850275;0.050052404;2.5317225;0.80246544;0.004289827;596.8407;-0.031276636;145.88278;145.91406;99.7388;0.3503201;-4.652398;0.023082307;1.0;137.32797;1332.4778;487.65076;5.7172937;2.8104672;16.211973;1.5417244;0.011272606;596.825;-1647.5159;167.16931;1814.6852;0.02137272568505021;8120.329545021057;0.01173122;-0.00033659994;0.061209865;0.12912317;0.27363098;0.24580644;0.3431735;0.32585254;87628.625;110.87379;208939.34;417.7034;21;333334
44.32997;0.24528281;-4.631997;0.0149217695;1.0;85.12683;-53.4616;1137.6733;107.306915;1671.8806;576.8452;23.727388;0.037655927;2.477792;0.78016925;0.02697729;572.46204;7.0665135;135.93002;128.86351;108.00238;0.33148122;-4.6705246;0.030332727;1.0;115.95913;1587.2576;555.9146;5.6508713;5.383772;20.938255;1.8526789;0.009605088;572.4389;-3053.2585;144.58105;3197.8396;0.021235168852985778;10479.790396690369;0.0101410365;-0.00045970944;0.057823475;0.12563509;0.26567444;0.23387243;0.33545053;0.3189436;112714.836;124.809814;266644.03;431.28333;22;444445
50.48452;0.25054651;-4.6325045;0.0151246805;1.0;55.838062;-48.00277;984.57245;95.653366;1782.3752;620.61865;7.022547;0.053234;2.7050648;0.81897235;0.02533691;494.9963;-1.6008176;120.40318;122.004;116.29874;0.34012523;-4.668024;0.029332627;1.0;114.68183;1702.6268;577.5506;15.361424;6.3060184;29.543;1.9727316;0.013942877;495.04514;-3097.0115;139.43408;3236.4456;0.020891391380511864;12801.053790569305;0.009165023;0.00022385949;0.058039404;0.12327738;0.2614985;0.22240241;0.3306391;0.31426984;111412.9;125.283424;272838.5;413.63205;24;555556
40.16992;0.22213824;-4.6259375;0.012497883;1.0;61.170025;-83.796455;889.14294;87.23998;2011.1682;648.26746;9.620404;0.03060189;2.307751;0.7713303;0.043808717;484.53647;9.399092;111.46681;102.06772;124.80955;0.40271837;-4.6580667;0.025349835;1.0;97.0735;1817.9048;626.3412;11.208279;6.9426355;30.698168;2.1596177;0.022536274;484.50552;-3339.52;121.29883;3460.8188;0.02084522026042717;15117.187063455582;0.009104446;-0.00046771683;0.061409615;0.11920147;0.26375586;0.21231885;0.33635643;0.3124377;129787.59;151.00725;319883.03;452.99637;25;666667
49.467125;0.27983084;-4.630122;0.0141718015;1.0;34.92222;-43.238354;919.6345;80.42047;2004.9109;700.6028;0.55971354;0.046961628;2.5666575;0.8181619;0.0073976507;413.35263;1.2559195;101.088104;99.832184;133.71564;0.40734547;-4.6719427;0.03090003;1.0;90.72873;1768.6075;664.97504;17.30252;8.575806;31.185944;2.3262873;0.06608956;413.30768;-3523.7808;111.39429;3635.175;0.021201575653518098;17472.915340185165;0.007492011;-0.0007782738;0.0612937;0.11834334;0.2798737;0.2155246;0.34196156;0.31806332;125523.91;162.90771;289568.28;541.5873;25;777778
44.915207;0.21765262;-4.627116;0.012969479;1.0;45.946735;-45.994923;1062.5621;84.64361;1817.8661;669.71643;6.0120854;0.047905065;3.581356;0.8049281;0.015114336;463.2715;0.970524;107.80719;106.83666;125.11373;0.30723554;-4.6658907;0.028479058;1.0;99.08131;1804.6471;630.95105;3.0194812;9.821044;30.460901;2.3487089;0.026269956;463.27945;-4526.7236;122.245605;4648.969;0.02113055571960792;19820.752523183823;0.0068633757;-0.00019320067;0.0651296;0.11683327;0.28052244;0.21956639;0.3369657;0.31939846;128543.0;167.01804;296231.03;566.912;27;888889
45.51667;0.23177738;-4.630887;0.014477919;1.0;48.98428;-57.06252;876.8579;74.580444;2115.2485;736.20886;15.030656;0.0365867;2.1825943;0.81000817;0.032257162;391.76144;5.2548146;94.16852;88.913704;134.00351;0.3141288;-4.673731;0.031615492;1.0;78.35402;2109.9531;729.933;24.176983;11.684269;43.96733;2.5741625;0.059419826;391.74725;-4557.693;97.94141;4655.6343;0.019344173031888564;21970.102939605713;0.0051653907;-0.00014038096;0.065584496;0.1157171;0.2943515;0.22247694;0.3422005;0.3263395;136603.1;191.11606;312191.25;645.76245;26;1000000
