env,algo,config,norm,ess,top5_mass,saturation_mass
antmaze-large,GCIVL,42,clip_std,0.2618,0.2914,0.0
antmaze-large,GCIVL,43,raw,0.398,0.1395,0.8023
antmaze-large,GCIVL,43,zscore,0.195,0.283,0.0246
antmaze-large,GCIVL,43,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,43,clip_std,0.3277,0.2777,0.0
antmaze-large,GCIVL,44,raw,0.4844,0.109,0.9001
antmaze-large,GCIVL,44,zscore,0.2269,0.2592,0.0
antmaze-large,GCIVL,44,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,44,clip_std,0.2623,0.2912,0.0
antmaze-large,GCIVL,45,raw,0.4912,0.1054,0.9326
antmaze-large,GCIVL,45,zscore,0.1432,0.3412,0.0367
antmaze-large,GCIVL,45,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,45,clip_std,0.2814,0.3168,0.0
antmaze-large,GCIVL,46,raw,0.5429,0.0947,0.9457
antmaze-large,GCIVL,46,zscore,0.2415,0.2597,0.0
antmaze-large,GCIVL,46,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,46,clip_std,0.2536,0.297,0.0
antmaze-large,GCIVL,47,raw,0.2542,0.2703,0.5301
antmaze-large,GCIVL,47,zscore,0.2097,0.2634,0.0156
antmaze-large,GCIVL,47,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,47,clip_std,0.2673,0.2929,0.0
antmaze-large,GCIVL,48,raw,0.2403,0.2954,0.494
antmaze-large,GCIVL,48,zscore,0.2409,0.2602,0.0
antmaze-large,GCIVL,48,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,48,clip_std,0.2531,0.2978,0.0
antmaze-large,GCIVL,49,raw,0.5472,0.0938,0.9485
antmaze-large,GCIVL,49,zscore,0.2481,0.2547,0.0158
antmaze-large,GCIVL,49,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,49,clip_std,0.2657,0.2954,0.0
antmaze-large,GCIVL,50,raw,0.512,0.1018,0.9198
antmaze-large,GCIVL,50,zscore,0.2288,0.259,0.0
antmaze-large,GCIVL,50,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,50,clip_std,0.2627,0.291,0.0
antmaze-large,GCIVL,51,raw,0.4493,0.1164,0.915
antmaze-large,GCIVL,51,zscore,0.113,0.3718,0.062
antmaze-large,GCIVL,51,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,51,clip_std,0.2618,0.3282,0.0
antmaze-large,GCIVL,52,raw,0.3921,0.1434,0.7871
antmaze-large,GCIVL,52,zscore,0.2294,0.2582,0.0
antmaze-large,GCIVL,52,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,52,clip_std,0.2618,0.2914,0.0
antmaze-large,GCIVL,53,raw,0.5245,0.0985,0.9349
antmaze-large,GCIVL,53,zscore,0.1704,0.2839,0.0402
antmaze-large,GCIVL,53,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,53,clip_std,0.2829,0.2901,0.0
antmaze-large,GCIVL,54,raw,0.5557,0.092,0.9557
antmaze-large,GCIVL,54,zscore,0.2454,0.2585,0.0053
antmaze-large,GCIVL,54,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,54,clip_std,0.2566,0.2974,0.0
antmaze-large,GCIVL,55,raw,0.1633,0.4874,0.2876
antmaze-large,GCIVL,55,zscore,0.2685,0.2533,0.0053
antmaze-large,GCIVL,55,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,55,clip_std,0.2632,0.2954,0.0
antmaze-large,GCIVL,56,raw,1.0,0.0505,0.0
antmaze-large,GCIVL,56,zscore,0.2268,0.2588,0.0
antmaze-large,GCIVL,56,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,56,clip_std,0.262,0.2912,0.0
antmaze-large,GCIVL,57,raw,0.5486,0.0931,0.9573
antmaze-large,GCIVL,57,zscore,0.1937,0.2883,0.0194
antmaze-large,GCIVL,57,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,57,clip_std,0.3269,0.2766,0.0
antmaze-large,GCIVL,58,raw,0.5395,0.0956,0.9378
antmaze-large,GCIVL,58,zscore,0.2408,0.258,0.0
antmaze-large,GCIVL,58,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,58,clip_std,0.2578,0.2938,0.0
antmaze-large,GCIVL,59,raw,0.4456,0.1212,0.8537
antmaze-large,GCIVL,59,zscore,0.1735,0.2749,0.0307
antmaze-large,GCIVL,59,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,59,clip_std,0.2762,0.2888,0.0
antmaze-large,GCIVL,60,raw,0.4545,0.118,0.8614
antmaze-large,GCIVL,60,zscore,0.2391,0.2599,0.0
antmaze-large,GCIVL,60,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,60,clip_std,0.255,0.2979,0.0
antmaze-large,GCIVL,61,raw,0.5085,0.1024,0.9198
antmaze-large,GCIVL,61,zscore,0.275,0.2513,0.0053
antmaze-large,GCIVL,61,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,61,clip_std,0.2674,0.2943,0.0
antmaze-large,GCIVL,62,raw,0.5525,0.0928,0.9516
antmaze-large,GCIVL,62,zscore,0.2352,0.2576,0.0
antmaze-large,GCIVL,62,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,62,clip_std,0.2614,0.2917,0.0
antmaze-large,GCIVL,63,raw,0.3603,0.1595,0.7466
antmaze-large,GCIVL,63,zscore,0.1871,0.2781,0.0252
antmaze-large,GCIVL,63,rank,0.9242,0.0772,0.0
antmaze-large,GCIVL,63,clip_std,0.291,0.2857,0.0
antmaze-large,QRL,0,raw,0.5479,0.0968,0.8789
antmaze-large,QRL,0,zscore,0.1524,0.2062,0.0726
antmaze-large,QRL,0,rank,0.9242,0.0772,0.0
antmaze-large,QRL,0,clip_std,0.4652,0.1659,0.0
antmaze-large,QRL,1,raw,0.597,0.0854,0.9629
antmaze-large,QRL,1,zscore,0.439,0.1739,0.0051
antmaze-large,QRL,1,rank,0.9242,0.0772,0.0
antmaze-large,QRL,1,clip_std,0.561,0.1669,0.0
antmaze-large,QRL,2,raw,0.6769,0.0744,0.9871
antmaze-large,QRL,2,zscore,0.1487,0.2052,0.0733
antmaze-large,QRL,2,rank,0.9242,0.0772,0.0
antmaze-large,QRL,2,clip_std,0.4627,0.1658,0.0
antmaze-large,QRL,3,raw,0.5929,0.0869,0.9415
antmaze-large,QRL,3,zscore,0.2941,0.1663,0.0214
antmaze-large,QRL,3,rank,0.9242,0.0772,0.0
antmaze-large,QRL,3,clip_std,0.5753,0.1541,0.0
antmaze-large,QRL,4,raw,0.6357,0.0804,0.9571
antmaze-large,QRL,4,zscore,0.1494,0.2034,0.0739
antmaze-large,QRL,4,rank,0.9242,0.0772,0.0
antmaze-large,QRL,4,clip_std,0.4545,0.1672,0.0
antmaze-large,QRL,5,raw,0.6772,0.0745,0.9838
antmaze-large,QRL,5,zscore,0.1488,0.2028,0.0745
antmaze-large,QRL,5,rank,0.9242,0.0772,0.0
antmaze-large,QRL,5,clip_std,0.4467,0.1693,0.0
antmaze-large,QRL,6,raw,0.6678,0.0756,0.9815
antmaze-large,QRL,6,zscore,0.1525,0.2044,0.0729
antmaze-large,QRL,6,rank,0.9242,0.0772,0.0
antmaze-large,QRL,6,clip_std,0.4718,0.1645,0.0
antmaze-large,QRL,7,raw,0.8849,0.0859,0.0
antmaze-large,QRL,7,zscore,0.4488,0.1674,0.0
antmaze-large,QRL,7,rank,0.9242,0.0772,0.0
antmaze-large,QRL,7,clip_std,0.5761,0.1603,0.0
antmaze-large,QRL,8,raw,0.3665,0.2254,0.2444
antmaze-large,QRL,8,zscore,0.1504,0.2047,0.0731
antmaze-large,QRL,8,rank,0.9242,0.0772,0.0
antmaze-large,QRL,8,clip_std,0.4703,0.1647,0.0
antmaze-large,QRL,9,raw,0.6315,0.0802,0.975
antmaze-large,QRL,9,zscore,0.3015,0.1665,0.0158
antmaze-large,QRL,9,rank,0.9242,0.0772,0.0
antmaze-large,QRL,9,clip_std,0.5853,0.1511,0.0
antmaze-large,QRL,10,raw,0.6694,0.0754,0.9804
antmaze-large,QRL,10,zscore,0.152,0.2054,0.0675
antmaze-large,QRL,10,rank,0.9242,0.0772,0.0
antmaze-large,QRL,10,clip_std,0.4681,0.1652,0.0
antmaze-large,QRL,11,raw,0.5912,0.0865,0.9556
antmaze-large,QRL,11,zscore,0.5676,0.1628,0.0
antmaze-large,QRL,11,rank,0.9242,0.0772,0.0
antmaze-large,QRL,11,clip_std,0.5823,0.1621,0.0
antmaze-large,QRL,12,raw,0.6035,0.0854,0.9421
antmaze-large,QRL,12,zscore,0.1508,0.2044,0.073
antmaze-large,QRL,12,rank,0.9242,0.0772,0.0
antmaze-large,QRL,12,clip_std,0.4718,0.1641,0.0
antmaze-large,QRL,13,raw,0.6234,0.0813,0.9768
antmaze-large,QRL,13,zscore,0.3577,0.1796,0.0103
antmaze-large,QRL,13,rank,0.9242,0.0772,0.0
antmaze-large,QRL,13,clip_std,0.5568,0.1682,0.0
antmaze-large,QRL,14,raw,0.6617,0.0765,0.9763
antmaze-large,QRL,14,zscore,0.1483,0.2048,0.0735
antmaze-large,QRL,14,rank,0.9242,0.0772,0.0
antmaze-large,QRL,14,clip_std,0.4534,0.1673,0.0
antmaze-large,QRL,15,raw,0.5362,0.1002,0.8421
antmaze-large,QRL,15,zscore,0.1826,0.1887,0.0483
antmaze-large,QRL,15,rank,0.9242,0.0772,0.0
antmaze-large,QRL,15,clip_std,0.4653,0.1658,0.0
antmaze-large,QRL,16,raw,0.4443,0.1382,0.5749
antmaze-large,QRL,16,zscore,0.149,0.2041,0.0734
antmaze-large,QRL,16,rank,0.9242,0.0772,0.0
antmaze-large,QRL,16,clip_std,0.4584,0.1659,0.0
antmaze-large,QRL,17,raw,0.6616,0.0765,0.9763
antmaze-large,QRL,17,zscore,0.1903,0.182,0.0543
antmaze-large,QRL,17,rank,0.9242,0.0772,0.0
antmaze-large,QRL,17,clip_std,0.476,0.1635,0.0
antmaze-large,QRL,18,raw,0.6785,0.0742,0.9864
antmaze-large,QRL,18,zscore,0.1502,0.2049,0.0782
antmaze-large,QRL,18,rank,0.9242,0.0772,0.0
antmaze-large,QRL,18,clip_std,0.4697,0.1649,0.0
antmaze-large,QRL,19,raw,0.557,0.093,0.9286
antmaze-large,QRL,19,zscore,0.5316,0.1545,0.0
antmaze-large,QRL,19,rank,0.9242,0.0772,0.0
antmaze-large,QRL,19,clip_std,0.6023,0.1527,0.0
antmaze-large,QRL,20,raw,0.6449,0.0788,0.9652
antmaze-large,QRL,20,zscore,0.1503,0.2058,0.0779
antmaze-large,QRL,20,rank,0.9242,0.0772,0.0
antmaze-large,QRL,20,clip_std,0.4689,0.1651,0.0
antmaze-large,QRL,21,raw,0.6065,0.0836,0.973
antmaze-large,QRL,21,zscore,0.3547,0.1794,0.0155
antmaze-large,QRL,21,rank,0.9242,0.0772,0.0
antmaze-large,QRL,21,clip_std,0.5502,0.1714,0.0
antmaze-large,QRL,22,raw,0.6668,0.0758,0.9797
antmaze-large,QRL,22,zscore,0.1509,0.2049,0.0679
antmaze-large,QRL,22,rank,0.9242,0.0772,0.0
antmaze-large,QRL,22,clip_std,0.4679,0.1651,0.0
antmaze-large,QRL,23,raw,0.3113,0.2941,0.0574
antmaze-large,QRL,23,zscore,0.4554,0.1601,0.0052
antmaze-large,QRL,23,rank,0.9242,0.0772,0.0
antmaze-large,QRL,23,clip_std,0.5904,0.1543,0.0
antmaze-large,QRL,24,raw,0.2579,0.2239,0.0679
antmaze-large,QRL,24,zscore,0.1504,0.2048,0.0781
antmaze-large,QRL,24,rank,0.9242,0.0772,0.0
antmaze-large,QRL,24,clip_std,0.4719,0.1645,0.0
antmaze-large,QRL,25,raw,0.6082,0.0834,0.9723
antmaze-large,QRL,25,zscore,0.2861,0.1955,0.0202
antmaze-large,QRL,25,rank,0.9242,0.0772,0.0
antmaze-large,QRL,25,clip_std,0.5353,0.1755,0.0
antmaze-large,QRL,26,raw,0.6778,0.0744,0.9849
antmaze-large,QRL,26,zscore,0.1492,0.2023,0.0742
antmaze-large,QRL,26,rank,0.9242,0.0772,0.0
antmaze-large,QRL,26,clip_std,0.4511,0.1676,0.0
antmaze-large,QRL,27,raw,0.6442,0.0791,0.9623
antmaze-large,QRL,27,zscore,0.1622,0.1966,0.0588
antmaze-large,QRL,27,rank,0.9242,0.0772,0.0
antmaze-large,QRL,27,clip_std,0.4523,0.1677,0.0
antmaze-large,QRL,28,raw,0.6264,0.0818,0.9489
antmaze-large,QRL,28,zscore,0.1503,0.2052,0.0732
antmaze-large,QRL,28,rank,0.9242,0.0772,0.0
antmaze-large,QRL,28,clip_std,0.4623,0.1662,0.0
antmaze-large,QRL,29,raw,0.6677,0.0755,0.9831
antmaze-large,QRL,29,zscore,0.2417,0.1737,0.0269
antmaze-large,QRL,29,rank,0.9242,0.0772,0.0
antmaze-large,QRL,29,clip_std,0.5244,0.1574,0.0
antmaze-large,QRL,30,raw,0.651,0.0778,0.9743
antmaze-large,QRL,30,zscore,0.1575,0.2051,0.0623
antmaze-large,QRL,30,rank,0.9242,0.0772,0.0
antmaze-large,QRL,30,clip_std,0.464,0.1658,0.0
antmaze-large,QRL,31,raw,0.5171,0.1022,0.886
antmaze-large,QRL,31,zscore,0.4594,0.168,0.0052
antmaze-large,QRL,31,rank,0.9242,0.0772,0.0
antmaze-large,QRL,31,clip_std,0.5777,0.1623,0.0
antmaze-large,QRL,32,raw,0.5722,0.0915,0.9093
antmaze-large,QRL,32,zscore,0.1487,0.2052,0.0786
antmaze-large,QRL,32,rank,0.9242,0.0772,0.0
antmaze-large,QRL,32,clip_std,0.4593,0.1665,0.0
antmaze-large,QRL,33,raw,0.6293,0.0807,0.9698
antmaze-large,QRL,33,zscore,0.3053,0.1625,0.0213
antmaze-large,QRL,33,rank,0.9242,0.0772,0.0
antmaze-large,QRL,33,clip_std,0.5902,0.1488,0.0
antmaze-large,QRL,34,raw,0.6754,0.0747,0.9835
antmaze-large,QRL,34,zscore,0.1547,0.205,0.0519
antmaze-large,QRL,34,rank,0.9242,0.0772,0.0
antmaze-large,QRL,34,clip_std,0.4675,0.1651,0.0
antmaze-large,QRL,35,raw,0.5691,0.0904,0.9452
antmaze-large,QRL,35,zscore,0.4166,0.169,0.0103
antmaze-large,QRL,35,rank,0.9242,0.0772,0.0
antmaze-large,QRL,35,clip_std,0.5783,0.1616,0.0
antmaze-large,QRL,36,raw,0.6396,0.0797,0.9618
antmaze-large,QRL,36,zscore,0.1504,0.2057,0.078
antmaze-large,QRL,36,rank,0.9242,0.0772,0.0
antmaze-large,QRL,36,clip_std,0.4685,0.1653,0.0
antmaze-large,QRL,37,raw,0.6178,0.082,0.9762
antmaze-large,QRL,37,zscore,0.4791,0.1636,0.0052
antmaze-large,QRL,37,rank,0.9242,0.0772,0.0
antmaze-large,QRL,37,clip_std,0.5804,0.1593,0.0
antmaze-large,QRL,38,raw,0.6698,0.0753,0.9825
antmaze-large,QRL,38,zscore,0.147,0.2048,0.0791
antmaze-large,QRL,38,rank,0.9242,0.0772,0.0
antmaze-large,QRL,38,clip_std,0.4507,0.168,0.0
antmaze-large,QRL,39,raw,0.2667,0.2369,0.0671
antmaze-large,QRL,39,zscore,0.1502,0.2019,0.0746
antmaze-large,QRL,39,rank,0.9242,0.0772,0.0
antmaze-large,QRL,39,clip_std,0.4466,0.1697,0.0
antmaze-large,QRL,40,raw,0.3517,0.2576,0.0435
antmaze-large,QRL,40,zscore,0.1518,0.2058,0.0675
antmaze-large,QRL,40,rank,0.9242,0.0772,0.0
antmaze-large,QRL,40,clip_std,0.4686,0.1653,0.0
antmaze-large,QRL,41,raw,0.6093,0.0833,0.9722
antmaze-large,QRL,41,zscore,0.4023,0.1721,0.0052
antmaze-large,QRL,41,rank,0.9242,0.0772,0.0
antmaze-large,QRL,41,clip_std,0.5615,0.1641,0.0
antmaze-large,QRL,42,raw,0.6721,0.075,0.9829
antmaze-large,QRL,42,zscore,0.1528,0.2038,0.0732
antmaze-large,QRL,42,rank,0.9242,0.0772,0.0
antmaze-large,QRL,42,clip_std,0.4706,0.1646,0.0
antmaze-large,QRL,43,raw,0.6091,0.0836,0.964
antmaze-large,QRL,43,zscore,0.2287,0.1854,0.036
antmaze-large,QRL,43,rank,0.9242,0.0772,0.0
antmaze-large,QRL,43,clip_std,0.5625,0.1568,0.0
antmaze-large,QRL,44,raw,0.5923,0.0876,0.9242
antmaze-large,QRL,44,zscore,0.1513,0.2033,0.0738
antmaze-large,QRL,44,rank,0.9242,0.0772,0.0
antmaze-large,QRL,44,clip_std,0.4535,0.1677,0.0
antmaze-large,QRL,45,raw,0.6746,0.0748,0.9836
antmaze-large,QRL,45,zscore,0.264,0.1699,0.0218
antmaze-large,QRL,45,rank,0.9242,0.0772,0.0
antmaze-large,QRL,45,clip_std,0.5001,0.1601,0.0
antmaze-large,QRL,46,raw,0.6607,0.0766,0.9775
antmaze-large,QRL,46,zscore,0.1505,0.2046,0.073
antmaze-large,QRL,46,rank,0.9242,0.0772,0.0
antmaze-large,QRL,46,clip_std,0.469,0.1647,0.0
antmaze-large,QRL,47,raw,0.4233,0.1379,0.6943
antmaze-large,QRL,47,zscore,0.4017,0.1697,0.0086
antmaze-large,QRL,47,rank,0.9242,0.0772,0.0
antmaze-large,QRL,47,clip_std,0.5703,0.1608,0.0
antmaze-large,QRL,48,raw,0.5156,0.1059,0.7998
antmaze-large,QRL,48,zscore,0.1517,0.2039,0.073
antmaze-large,QRL,48,rank,0.9242,0.0772,0.0
antmaze-large,QRL,48,clip_std,0.4729,0.1641,0.0
antmaze-large,QRL,49,raw,0.6111,0.0832,0.9688
antmaze-large,QRL,49,zscore,0.2324,0.1894,0.0383
antmaze-large,QRL,49,rank,0.9242,0.0772,0.0
antmaze-large,QRL,49,clip_std,0.5502,0.1627,0.0
antmaze-large,QRL,50,raw,0.6791,0.0742,0.9862
antmaze-large,QRL,50,zscore,0.1481,0.2055,0.0787
antmaze-large,QRL,50,rank,0.9242,0.0772,0.0
antmaze-large,QRL,50,clip_std,0.4522,0.1678,0.0
antmaze-large,QRL,51,raw,0.6127,0.0839,0.945
antmaze-large,QRL,51,zscore,0.2066,0.1819,0.0433
antmaze-large,QRL,51,rank,0.9242,0.0772,0.0
antmaze-large,QRL,51,clip_std,0.4608,0.1664,0.0
antmaze-large,QRL,52,raw,0.6497,0.0781,0.9689
antmaze-large,QRL,52,zscore,0.1516,0.2047,0.0732
antmaze-large,QRL,52,rank,0.9242,0.0772,0.0
antmaze-large,QRL,52,clip_std,0.4653,0.1654,0.0
antmaze-large,QRL,53,raw,0.6299,0.0803,0.9762
antmaze-large,QRL,53,zscore,0.2796,0.1774,0.0207
antmaze-large,QRL,53,rank,0.9242,0.0772,0.0
antmaze-large,QRL,53,clip_std,0.5711,0.1575,0.0
antmaze-large,QRL,54,raw,0.6624,0.0764,0.9779
antmaze-large,QRL,54,zscore,0.1521,0.2051,0.0728
antmaze-large,QRL,54,rank,0.9242,0.0772,0.0
antmaze-large,QRL,54,clip_std,0.4692,0.165,0.0
antmaze-large,QRL,55,raw,0.3326,0.2178,0.388
antmaze-large,QRL,55,zscore,0.2529,0.1935,0.0303
antmaze-large,QRL,55,rank,0.9242,0.0772,0.0
antmaze-large,QRL,55,clip_std,0.5367,0.1688,0.0
antmaze-large,QRL,56,raw,0.4535,0.1082,0.0
antmaze-large,QRL,56,zscore,0.1469,0.204,0.0742
antmaze-large,QRL,56,rank,0.9242,0.0772,0.0
antmaze-large,QRL,56,clip_std,0.4488,0.1686,0.0
antmaze-large,QRL,57,raw,0.6686,0.0755,0.9823
antmaze-large,QRL,57,zscore,0.1695,0.1905,0.0646
antmaze-large,QRL,57,rank,0.9242,0.0772,0.0
antmaze-large,QRL,57,clip_std,0.4622,0.1664,0.0
antmaze-large,QRL,58,raw,0.6749,0.0747,0.9835
antmaze-large,QRL,58,zscore,0.1504,0.2051,0.0781
antmaze-large,QRL,58,rank,0.9242,0.0772,0.0
antmaze-large,QRL,58,clip_std,0.4718,0.1646,0.0
antmaze-large,QRL,59,raw,0.5673,0.0907,0.9414
antmaze-large,QRL,59,zscore,0.3971,0.1816,0.0051
antmaze-large,QRL,59,rank,0.9242,0.0772,0.0
antmaze-large,QRL,59,clip_std,0.5463,0.1718,0.0
antmaze-large,QRL,60,raw,0.6156,0.0834,0.9465
antmaze-large,QRL,60,zscore,0.161,0.2039,0.0572
antmaze-large,QRL,60,rank,0.9242,0.0772,0.0
antmaze-large,QRL,60,clip_std,0.4644,0.1657,0.0
antmaze-large,QRL,61,raw,0.6177,0.0819,0.9773
antmaze-large,QRL,61,zscore,0.5193,0.1716,0.0
antmaze-large,QRL,61,rank,0.9242,0.0772,0.0
antmaze-large,QRL,61,clip_std,0.5654,0.1697,0.0
antmaze-large,QRL,62,raw,0.6573,0.0771,0.975
antmaze-large,QRL,62,zscore,0.1503,0.2048,0.0733
antmaze-large,QRL,62,rank,0.9242,0.0772,0.0
antmaze-large,QRL,62,clip_std,0.4631,0.1657,0.0
antmaze-large,QRL,63,raw,0.5559,0.0945,0.8959
antmaze-large,QRL,63,zscore,0.3464,0.1573,0.0164
antmaze-large,QRL,63,rank,0.9242,0.0772,0.0
antmaze-large,QRL,63,clip_std,0.5569,0.1536,0.0
cube,CRL,0,raw,0.2495,0.206,0.9499
cube,CRL,0,zscore,0.459,0.1594,0.0
cube,CRL,0,rank,0.9242,0.0772,0.0
cube,CRL,0,clip_std,0.459,0.1594,0.0
cube,CRL,1,raw,0.3093,0.1656,0.9526
cube,CRL,1,zscore,0.2643,0.2916,0.0047
cube,CRL,1,rank,0.9242,0.0772,0.0
cube,CRL,1,clip_std,0.3494,0.2799,0.0
cube,CRL,2,raw,0.3192,0.1597,0.9617
cube,CRL,2,zscore,0.5313,0.1948,0.0
cube,CRL,2,rank,0.9242,0.0772,0.0
cube,CRL,2,clip_std,0.5005,0.2059,0.0
cube,CRL,3,raw,0.3511,0.1453,0.9605
cube,CRL,3,zscore,0.3053,0.2855,0.0
cube,CRL,3,rank,0.9242,0.0772,0.0
cube,CRL,3,clip_std,0.3485,0.2814,0.0
cube,CRL,4,raw,0.3409,0.1477,0.9864
cube,CRL,4,zscore,0.2755,0.287,0.0
cube,CRL,4,rank,0.9242,0.0772,0.0
cube,CRL,4,clip_std,0.3583,0.2757,0.0
cube,CRL,5,raw,0.172,0.3543,0.7009
cube,CRL,5,zscore,0.2034,0.3216,0.0092
cube,CRL,5,rank,0.9242,0.0772,0.0
cube,CRL,5,clip_std,0.3188,0.2965,0.0
cube,CRL,6,raw,0.6,0.0833,1.0
cube,CRL,6,zscore,0.7521,0.0836,0.0
cube,CRL,6,rank,0.9242,0.0772,0.0
cube,CRL,6,clip_std,0.7521,0.0836,0.0
cube,CRL,7,raw,0.3312,0.1539,0.963
cube,CRL,7,zscore,0.1633,0.336,0.0313
cube,CRL,7,rank,0.9242,0.0772,0.0
cube,CRL,7,clip_std,0.3188,0.2982,0.0
cube,CRL,8,raw,0.2879,0.1746,0.9895
cube,CRL,8,zscore,0.3495,0.1889,0.0
cube,CRL,8,rank,0.9242,0.0772,0.0
cube,CRL,8,clip_std,0.3495,0.1889,0.0
cube,CRL,9,raw,0.3211,0.1611,0.9321
cube,CRL,9,zscore,0.3129,0.2832,0.0
cube,CRL,9,rank,0.9242,0.0772,0.0
cube,CRL,9,clip_std,0.3519,0.28,0.0
cube,CRL,10,raw,0.2028,0.2482,0.993
cube,CRL,10,zscore,0.5978,0.1271,0.0
cube,CRL,10,rank,0.9242,0.0772,0.0
cube,CRL,10,clip_std,0.5978,0.1271,0.0
cube,CRL,11,raw,0.3399,0.1486,0.9798
cube,CRL,11,zscore,0.1968,0.3223,0.0046
cube,CRL,11,rank,0.9242,0.0772,0.0
cube,CRL,11,clip_std,0.3226,0.2976,0.0
cube,CRL,12,raw,0.2,0.25,1.0
cube,CRL,12,zscore,0.4662,0.154,0.0
cube,CRL,12,rank,0.9242,0.0772,0.0
cube,CRL,12,clip_std,0.4662,0.154,0.0
cube,CRL,13,raw,0.2819,0.1884,0.8882
cube,CRL,13,zscore,0.1803,0.3332,0.018
cube,CRL,13,rank,0.9242,0.0772,0.0
cube,CRL,13,clip_std,0.3147,0.2992,0.0
cube,CRL,14,raw,0.2858,0.1798,0.9466
cube,CRL,14,zscore,0.3117,0.2782,0.0
cube,CRL,14,rank,0.9242,0.0772,0.0
cube,CRL,14,clip_std,0.3666,0.2701,0.0
cube,CRL,15,raw,0.3446,0.1483,0.9573
cube,CRL,15,zscore,0.2686,0.2973,0.0
cube,CRL,15,rank,0.9242,0.0772,0.0
cube,CRL,15,clip_std,0.3374,0.2869,0.0
cube,CRL,16,raw,0.318,0.1589,0.9784
cube,CRL,16,zscore,0.2836,0.2819,0.0047
cube,CRL,16,rank,0.9242,0.0772,0.0
cube,CRL,16,clip_std,0.363,0.2703,0.0
cube,CRL,17,raw,0.2965,0.1775,0.8994
cube,CRL,17,zscore,0.2554,0.3021,0.0
cube,CRL,17,rank,0.9242,0.0772,0.0
cube,CRL,17,clip_std,0.3344,0.2888,0.0
cube,CRL,18,raw,0.2,0.25,1.0
cube,CRL,18,zscore,0.3934,0.1736,0.0
cube,CRL,18,rank,0.9242,0.0772,0.0
cube,CRL,18,clip_std,0.3934,0.1736,0.0
cube,CRL,19,raw,0.3531,0.1439,0.9683
cube,CRL,19,zscore,0.1988,0.3246,0.0091
cube,CRL,19,rank,0.9242,0.0772,0.0
cube,CRL,19,clip_std,0.3166,0.2974,0.0
cube,CRL,20,raw,0.0948,0.5789,0.8322
cube,CRL,20,zscore,0.6874,0.0862,0.0
cube,CRL,20,rank,0.9242,0.0772,0.0
cube,CRL,20,clip_std,0.6874,0.0862,0.0
cube,CRL,21,raw,0.0761,0.6143,0.2248
cube,CRL,21,zscore,0.2754,0.2939,0.0
cube,CRL,21,rank,0.9242,0.0772,0.0
cube,CRL,21,clip_std,0.339,0.2841,0.0
cube,CRL,22,raw,0.2199,0.2352,0.9568
cube,CRL,22,zscore,0.7568,0.0957,0.0
cube,CRL,22,rank,0.9242,0.0772,0.0
cube,CRL,22,clip_std,0.7568,0.0957,0.0
cube,CRL,23,raw,0.3366,0.1523,0.9544
cube,CRL,23,zscore,0.3169,0.2819,0.0
cube,CRL,23,rank,0.9242,0.0772,0.0
cube,CRL,23,clip_std,0.3537,0.2792,0.0
cube,CRL,24,raw,1.0,0.05,0.0
cube,CRL,24,zscore,0.5918,0.1222,0.0
cube,CRL,24,rank,0.9242,0.0772,0.0
cube,CRL,24,clip_std,0.5918,0.1222,0.0
cube,CRL,25,raw,0.3196,0.1605,0.9494
cube,CRL,25,zscore,0.166,0.3344,0.0359
cube,CRL,25,rank,0.9242,0.0772,0.0
cube,CRL,25,clip_std,0.3189,0.2981,0.0
cube,CRL,26,raw,0.1888,0.3001,0.7821
cube,CRL,26,zscore,0.2546,0.2987,0.0046
cube,CRL,26,rank,0.9242,0.0772,0.0
cube,CRL,26,clip_std,0.3483,0.2808,0.0
cube,CRL,27,raw,0.3564,0.1424,0.9701
cube,CRL,27,zscore,0.2372,0.3088,0.0
cube,CRL,27,rank,0.9242,0.0772,0.0
cube,CRL,27,clip_std,0.3306,0.2914,0.0
cube,CRL,28,raw,0.3234,0.1561,0.9804
cube,CRL,28,zscore,0.3381,0.2724,0.0
cube,CRL,28,rank,0.9242,0.0772,0.0
cube,CRL,28,clip_std,0.3767,0.2669,0.0
cube,CRL,29,raw,0.2031,0.2886,0.7336
cube,CRL,29,zscore,0.2841,0.2921,0.0
cube,CRL,29,rank,0.9242,0.0772,0.0
