agent,alpha=0.010,alpha=0.011,alpha=0.013,alpha=0.015,alpha=0.017,alpha=0.019,alpha=0.022,alpha=0.025,alpha=0.028,alpha=0.032,alpha=0.036,alpha=0.041,alpha=0.047,alpha=0.053,alpha=0.061,alpha=0.069,alpha=0.079,alpha=0.089,alpha=0.102,alpha=0.116,alpha=0.132,alpha=0.150,alpha=0.170,alpha=0.194,alpha=0.220,alpha=0.250,alpha=0.285,alpha=0.324,alpha=0.369,alpha=0.419,alpha=0.477,alpha=0.543,alpha=0.617,alpha=0.702,alpha=0.799,alpha=0.908,alpha=1.033,alpha=1.175,alpha=1.337,alpha=1.521,alpha=1.730,alpha=1.968,alpha=2.238,alpha=2.546,alpha=2.896,alpha=3.294,alpha=3.747,alpha=4.262,alpha=4.848,alpha=5.515,alpha=6.273,alpha=7.136,alpha=8.117,alpha=9.233,alpha=10.502,alpha=11.946,alpha=13.589,alpha=15.457,alpha=17.582,alpha=20.000
CRL,0.99961098125,0.9994985468750001,0.99935384375,0.999167840625,0.998928940625,0.9986222,0.998228953125,0.99772505625,0.9970801687499999,0.9962561624999999,0.9952028625,0.99385848125,0.9921437937500001,0.989966184375,0.9871821125,0.9836314125,0.9790970625,0.9732926718750001,0.96583845625,0.9562352875,0.9437547187499999,0.927375053125,0.9057709875000001,0.8772213531249999,0.839445571875,0.79008525,0.7270534343749999,0.6499521781250001,0.561645815625,0.46868923437500004,0.38014375,0.302867675,0.24604100624999997,0.20539101875000002,0.179531040625,0.165322690625,0.1589373,0.157121721875,0.15947221875,0.164209959375,0.170683021875,0.178786146875,0.187823740625,0.19772284375,0.20859364687499998,0.22031701250000002,0.23279945937500002,0.24565661562500002,0.258619428125,0.27111279375,0.283026015625,0.294382525,0.304919734375,0.314784134375,0.324052084375,0.332698428125,0.34057759062500004,0.347611678125,0.35389124375000003,0.3595065875
GCIQL,0.999899321875,0.9998699468750001,0.999832071875,0.9997831312500001,0.999720046875,0.999638721875,0.9995338968749999,0.9993987875,0.9992248,0.999000790625,0.998712359375,0.9983411562500001,0.99786345625,0.997248528125,0.99645656875,0.9954357406250001,0.9941178,0.9924119499999999,0.990195746875,0.9873002375000001,0.98348715,0.978410353125,0.9715544375,0.9621416,0.9490218031250001,0.9306301875,0.90518991875,0.87122229375,0.828078328125,0.77625785625,0.7174168875,0.65329266875,0.5847885125000001,0.5129682812499999,0.4395858625,0.3670561375,0.298615734375,0.23732304375000002,0.18467223125,0.141446509375,0.10775590312500001,0.082924746875,0.06582039375,0.055448090625,0.0505319875,0.050053709375,0.05222725,0.056201834375,0.061379075000000005,0.067482803125,0.07436655625000001,0.08179313437499999,0.089615990625,0.097682409375,0.1059511625,0.11420985312500001,0.122353521875,0.1303577125,0.138039790625,0.14526176562499998
GCIVL,0.999925396875,0.999903825,0.999876090625,0.9998404375,0.9997946593749999,0.99973590625,0.9996605187500001,0.999563984375,0.9994403374999999,0.9992822875,0.9990801625,0.9988221968750001,0.99849306875,0.9980734281249999,0.9975387031249999,0.9968576406249999,0.9959902375,0.9948855,0.99347789375,0.991683221875,0.989392496875,0.986464334375,0.982714159375,0.9778994437499999,0.971699234375,0.96368601875,0.9532870375,0.9397321125,0.9219764906249999,0.8986001531250001,0.8677278125000001,0.8270435968750001,0.77402593125,0.706678309375,0.6248962125,0.531858034375,0.43421131874999996,0.34193546874999997,0.263619140625,0.20642606875,0.17276419999999998,0.152273,0.1428854,0.147662796875,0.1602477625,0.177768140625,0.1998996375,0.22686658125,0.2572008875,0.289165153125,0.321867084375,0.353914659375,0.3840313,0.41199174375,0.437310978125,0.45970840312499994,0.47950747812500005,0.496995240625,0.512384109375,0.526049609375
QRL,0.9999042239747633,0.9998762460567824,0.9998401482649841,0.9997935646687697,0.9997335047318613,0.9996560441640379,0.9995561861198737,0.9994275047318611,0.9992617570977919,0.9990484006309149,0.9987738391167192,0.9984206782334384,0.997966498422713,0.9973826529968454,0.9966321072555206,0.9956671072555204,0.9944255867507886,0.9928262618296531,0.990761429022082,0.988085905362776,0.9845997886435331,0.980019690851735,0.9739335583596215,0.9657307350157729,0.9545173627760252,0.9390731135646687,0.9180107444794953,0.8903558328075709,0.8563855678233439,0.8177565394321766,0.7767573123028391,0.7352748296529968,0.6927739242902208,0.6484994637223975,0.6009013880126183,0.5516239495268138,0.5010371861198738,0.4502379085173501,0.41160072555205046,0.38819971608832804,0.3755544637223975,0.36578488958990535,0.34901870347003155,0.33270818611987385,0.3367841766561514,0.36422302839116716,0.40735080126182965,0.4504853785488959,0.4877667665615142,0.5177119905362776,0.5420645615141956,0.5624716277602524,0.5794361041009464,0.5939299936908518,0.6066832712933754,0.6177631135646687,0.6272208517350158,0.6351797444794953,0.6420791703470031,0.648287261829653
