env,algo,config,alpha,w_max,ess,saturation_mass,fraction_clipped,top5_mass
antmaze-large,CRL,22,9.55888551659882,20,0.2827967150810684,0.8821022068689183,0.23421875,0.18830734236027608
antmaze-large,CRL,22,9.55888551659882,50,0.2534399411618908,0.8708482467420098,0.2059375,0.21143508266877323
antmaze-large,CRL,22,9.55888551659882,100,0.2320735114061324,0.8666090449825765,0.1871875,0.23148154790853465
antmaze-large,CRL,22,9.55888551659882,200,0.2118124993623227,0.8608387924812902,0.169140625,0.25447428507530057
antmaze-large,CRL,23,19.749351209029555,20,0.3139549246072651,0.9490536699163122,0.289921875,0.16367403631000804
antmaze-large,CRL,23,19.749351209029555,50,0.2993144943560783,0.9504642702440455,0.27703125,0.1715445947422981
antmaze-large,CRL,23,19.749351209029555,100,0.2890967886049111,0.9519020397343202,0.26828125,0.17740748556492864
antmaze-large,CRL,23,19.749351209029555,200,0.2796144196550466,0.9517318309001219,0.259609375,0.18330074383872344
antmaze-large,CRL,24,21.245461581274867,20,0.3225342150938619,0.9529087006965216,0.29984375,0.15890087765653305
antmaze-large,CRL,24,21.245461581274867,50,0.30835702969584877,0.9463958030489578,0.284140625,0.16653651744606351
antmaze-large,CRL,24,21.245461581274867,100,0.29724811515853394,0.9450279781065833,0.273046875,0.1730523336160839
antmaze-large,CRL,24,21.245461581274867,200,0.2862062312811454,0.9462570066637952,0.26328125,0.17970459473733796
antmaze-large,CRL,25,8.949170345440507,20,0.2930432708765386,0.8825164093941839,0.2428125,0.1817279607504111
antmaze-large,CRL,25,8.949170345440507,50,0.2630048792416094,0.887009745557303,0.218515625,0.20296254456799212
antmaze-large,CRL,25,8.949170345440507,100,0.24245720250426284,0.8811318731661966,0.200390625,0.2198535667939048
antmaze-large,CRL,25,8.949170345440507,200,0.22375288264311669,0.8852075386948853,0.186171875,0.23773933057688906
antmaze-large,CRL,26,6.266372054815292,20,0.2610283184038487,0.8106299800349058,0.190078125,0.2132359996803698
antmaze-large,CRL,26,6.266372054815292,50,0.22030315792379843,0.8141976120286751,0.16109375,0.2527092491262619
antmaze-large,CRL,26,6.266372054815292,100,0.19367541572800967,0.8094777998366949,0.140390625,0.2882948201978212
antmaze-large,CRL,26,6.266372054815292,200,0.1698673189121517,0.8075559639961519,0.122734375,0.32898524313019556
antmaze-large,CRL,27,23.9573778770864,20,0.31904621613216255,0.9552939558780669,0.29765625,0.160469325921775
antmaze-large,CRL,27,23.9573778770864,50,0.3063312164791258,0.9574144812089256,0.286796875,0.16691508253165688
antmaze-large,CRL,27,23.9573778770864,100,0.2974388581711004,0.9622509205334387,0.280234375,0.17168681046596063
antmaze-large,CRL,27,23.9573778770864,200,0.2893976881191339,0.9594537585139518,0.272109375,0.17629928379239998
antmaze-large,CRL,28,27.53473930992186,20,0.3104133700063307,0.9615713858281336,0.2928125,0.16419575425026828
antmaze-large,CRL,28,27.53473930992186,50,0.2996803758305623,0.9571341633866239,0.2809375,0.1703464584447829
antmaze-large,CRL,28,27.53473930992186,100,0.29123287698172867,0.9593341768110019,0.273515625,0.1753710006166927
antmaze-large,CRL,28,27.53473930992186,200,0.28304721937799,0.9596644435448456,0.2659375,0.1804304476700062
antmaze-large,CRL,29,2.329172668978572,20,0.21057400639145318,0.5816885769627311,0.090625,0.320931628669093
antmaze-large,CRL,29,2.329172668978572,50,0.14407175767519498,0.6202172245528762,0.0671875,0.4615570043184195
antmaze-large,CRL,29,2.329172668978572,100,0.10952681768067095,0.6013789620746895,0.04984375,0.6032550471847878
antmaze-large,CRL,29,2.329172668978572,200,0.08350577742327597,0.6062249502130433,0.038046875,0.7380256884304819
antmaze-large,CRL,30,12.512047793716192,20,0.8,1.0,0.8,0.0625
antmaze-large,CRL,30,12.512047793716192,50,0.8,1.0,0.8,0.0625
antmaze-large,CRL,30,12.512047793716192,100,0.8,1.0,0.8,0.0625
antmaze-large,CRL,30,12.512047793716192,200,0.8,1.0,0.8,0.0625
antmaze-large,CRL,31,17.322846204042435,20,0.31698265417888194,0.9413487484317994,0.28921875,0.16273992409409824
antmaze-large,CRL,31,17.322846204042435,50,0.3004396292389457,0.9422654902563024,0.2746875,0.17151590266326322
antmaze-large,CRL,31,17.322846204042435,100,0.2884866425402181,0.9374011717552817,0.262109375,0.17881870340488237
antmaze-large,CRL,31,17.322846204042435,200,0.2765082940840886,0.9354690627801389,0.250234375,0.18691857639066153
antmaze-large,CRL,32,17.355791945010424,20,0.29979961948520534,0.9350952350963049,0.271171875,0.17241744467347597
antmaze-large,CRL,32,17.355791945010424,50,0.28250780532544506,0.9306858706511225,0.253828125,0.1833299345080697
antmaze-large,CRL,32,17.355791945010424,100,0.2695549828389354,0.9330997247596023,0.24265625,0.19226781192728445
antmaze-large,CRL,32,17.355791945010424,200,0.25728763122949877,0.9307576947317393,0.231171875,0.20131291809000104
antmaze-large,CRL,33,12.77934517711401,20,0.3025163789334272,0.927662071354251,0.269375,0.17218785547178675
antmaze-large,CRL,33,12.77934517711401,50,0.2822929160235115,0.9249851419013673,0.2509375,0.18430588132530357
antmaze-large,CRL,33,12.77934517711401,100,0.267900478245438,0.9231909859749502,0.237578125,0.19429208517723384
antmaze-large,CRL,33,12.77934517711401,200,0.25404794954894105,0.9221804474709799,0.22484375,0.20507139902064878
antmaze-large,CRL,34,2.362168477848172,20,0.1719308653357641,0.5331571454289363,0.0646875,0.4121021413943469
antmaze-large,CRL,34,2.362168477848172,50,0.11340590228738372,0.5343870699788039,0.042109375,0.6152976826877786
antmaze-large,CRL,34,2.362168477848172,100,0.08167569061913586,0.5702627827938361,0.0328125,0.7365771955018598
antmaze-large,CRL,34,2.362168477848172,200,0.059241116872908846,0.6028883907090179,0.026015625,0.8243733884264044
antmaze-large,CRL,35,27.80208676122129,20,0.32763328152357946,0.9627438243622892,0.309296875,0.1556342630946868
antmaze-large,CRL,35,27.80208676122129,50,0.31648239034693676,0.9641040843422873,0.299453125,0.16097746255649983
antmaze-large,CRL,35,27.80208676122129,100,0.30857219259664115,0.9616681948318558,0.29109375,0.16518186921427475
antmaze-large,CRL,35,27.80208676122129,200,0.30064283402710484,0.9615011335081456,0.283515625,0.16956757383444837
antmaze-large,CRL,36,23.865815363824368,20,0.31355742933037445,0.9515605206044198,0.29109375,0.16344571475760297
antmaze-large,CRL,36,23.865815363824368,50,0.29973906750173707,0.9503747533827942,0.2775,0.17123869430320618
antmaze-large,CRL,36,23.865815363824368,100,0.2894584234046271,0.9528636570676048,0.268828125,0.17722544043105698
antmaze-large,CRL,36,23.865815363824368,200,0.2800189023533046,0.9541535208542734,0.260859375,0.1828865688369976
antmaze-large,CRL,37,5.940404254943132,20,0.27151482688095024,0.8265975249497252,0.203359375,0.2032356573061176
antmaze-large,CRL,37,5.940404254943132,50,0.23210343378776732,0.8286689543573262,0.174375,0.2376111697081939
antmaze-large,CRL,37,5.940404254943132,100,0.20618913698359298,0.8285461520228212,0.154921875,0.2674077343896145
antmaze-large,CRL,37,5.940404254943132,200,0.1830291794649558,0.8251026952783029,0.13671875,0.3017518428446365
antmaze-large,CRL,38,8.857657900080085,20,0.2800415488649768,0.8669278135407916,0.225859375,0.19191760659498672
antmaze-large,CRL,38,8.857657900080085,50,0.24793291740033355,0.8596817717650704,0.197578125,0.21755489676933376
antmaze-large,CRL,38,8.857657900080085,100,0.22545560741522344,0.8680182123914731,0.181484375,0.23914406195890778
antmaze-large,CRL,38,8.857657900080085,200,0.2054977592008091,0.8706093978903697,0.166328125,0.2617144267965414
antmaze-large,CRL,39,20.91954384930432,20,0.3159240305339877,0.9498240028379149,0.292109375,0.16258019839964308
antmaze-large,CRL,39,20.91954384930432,50,0.30175676642165505,0.9538363096473167,0.280703125,0.16990126305991726
antmaze-large,CRL,39,20.91954384930432,100,0.2921355253833134,0.9560198339276222,0.2728125,0.17521554802797198
antmaze-large,CRL,39,20.91954384930432,200,0.2832343035453802,0.9551111158497673,0.264375,0.18063567202832478
antmaze-large,CRL,40,20.543986866250634,20,0.4,1.0,0.4,0.125
antmaze-large,CRL,40,20.543986866250634,50,0.4,1.0,0.4,0.125
antmaze-large,CRL,40,20.543986866250634,100,0.4,1.0,0.4,0.125
antmaze-large,CRL,40,20.543986866250634,200,0.4,1.0,0.4,0.125
antmaze-large,CRL,41,10.119180036708713,20,0.29301888781673735,0.8920134506175044,0.246875,0.18066095202379834
antmaze-large,CRL,41,10.119180036708713,50,0.2655570716049989,0.8868087770416843,0.22171875,0.19998506599953417
antmaze-large,CRL,41,10.119180036708713,100,0.2458936454677917,0.8846132544921104,0.2046875,0.2160887339217369
antmaze-large,CRL,41,10.119180036708713,200,0.2272577308124309,0.886203847515675,0.1890625,0.23436795967356697
antmaze-large,CRL,42,5.565240662544966,20,0.2561044274206621,0.7856265377777497,0.178359375,0.22023696197010942
antmaze-large,CRL,42,5.565240662544966,50,0.21144297079885574,0.7780828347469115,0.14453125,0.26917460229082346
antmaze-large,CRL,42,5.565240662544966,100,0.18187830574067174,0.787191704274077,0.1259375,0.3125326865604276
antmaze-large,CRL,42,5.565240662544966,200,0.15682244217742525,0.7874948773721845,0.108828125,0.3618066916857129
antmaze-large,CRL,43,25.127502009272575,20,0.31871629186018946,0.9584143216957791,0.298828125,0.16036213487197348
antmaze-large,CRL,43,25.127502009272575,50,0.3069792068838889,0.961046110833231,0.288984375,0.16627994348020217
antmaze-large,CRL,43,25.127502009272575,100,0.29853965656917053,0.959906450433426,0.280625,0.17103010252711376
antmaze-large,CRL,43,25.127502009272575,200,0.29043302318676056,0.9611465720829296,0.27359375,0.17565214338465876
antmaze-large,CRL,44,28.236184967681766,20,0.3373199998319389,0.9643018880492256,0.319375,0.1509670274832447
antmaze-large,CRL,44,28.236184967681766,50,0.3263798681187613,0.9636627019617744,0.308671875,0.15609823570122391
antmaze-large,CRL,44,28.236184967681766,100,0.31823525869439945,0.9632423844029376,0.30078125,0.16012340935529354
antmaze-large,CRL,44,28.236184967681766,200,0.3100578830012662,0.9622403593090247,0.292578125,0.16444161013558767
antmaze-large,CRL,45,1.1591911409050226,20,0.18391731154576071,0.33557351023954757,0.031875,0.46644521889927876
antmaze-large,CRL,45,1.1591911409050226,50,0.10017326899065616,0.3897586986909311,0.020390625,0.6125043702958524
antmaze-large,CRL,45,1.1591911409050226,100,0.06160649747839293,0.44166392471639576,0.01546875,0.7105935267354637
antmaze-large,CRL,45,1.1591911409050226,200,0.0394391156404108,0.494456275430232,0.011953125,0.7903533290513275
antmaze-large,CRL,46,13.21315012872219,20,0.30808855837100235,0.9104906577926148,0.26765625,0.1700858204866531
antmaze-large,CRL,46,13.21315012872219,50,0.2839274880367339,0.9109581042122431,0.246484375,0.18479023350105725
antmaze-large,CRL,46,13.21315012872219,100,0.2667653222069777,0.9065894721251816,0.230390625,0.19675051277047007
antmaze-large,CRL,46,13.21315012872219,200,0.2502808716948105,0.9032153769903737,0.214921875,0.21012644175712075
antmaze-large,CRL,47,16.152750235050917,20,0.3119862868150725,0.9376037705805593,0.2828125,0.16576420253357954
antmaze-large,CRL,47,16.152750235050917,50,0.29445313731150335,0.9375932303796511,0.2671875,0.1754560431119815
antmaze-large,CRL,47,16.152750235050917,100,0.282003383539968,0.9412129665114212,0.25703125,0.18309309986848316
antmaze-large,CRL,47,16.152750235050917,200,0.2701794177678362,0.9334047284822737,0.24390625,0.19134497957356028
antmaze-large,CRL,48,15.600631283596158,20,0.3147043567452385,0.9281535237024557,0.28140625,0.1649134522958278
antmaze-large,CRL,48,15.600631283596158,50,0.2944071706481035,0.9237269647839833,0.261328125,0.17673699774641233
antmaze-large,CRL,48,15.600631283596158,100,0.27926364793934166,0.924791734864492,0.24796875,0.18647344370298516
antmaze-large,CRL,48,15.600631283596158,200,0.2648417292082482,0.9200922564037228,0.233828125,0.19674542068105
antmaze-large,CRL,49,14.556285431608558,20,0.31016399134237377,0.9284581477231837,0.27734375,0.16738400409657397
antmaze-large,CRL,49,14.556285431608558,50,0.29086830844848544,0.929891943996333,0.26078125,0.1782896477404593
antmaze-large,CRL,49,14.556285431608558,100,0.2771030238540887,0.9271356486517243,0.2475,0.18730013104075238
antmaze-large,CRL,49,14.556285431608558,200,0.26354912970171246,0.924337863335107,0.234140625,0.197389466978468
antmaze-large,CRL,50,0.5943691916763783,20,0.2542967459371933,0.10829037360430678,0.00609375,0.3105099889209402
antmaze-large,CRL,50,0.5943691916763783,50,0.11650005170068917,0.1436182382646251,0.00359375,0.3797818316650954
antmaze-large,CRL,50,0.5943691916763783,100,0.054941044379235374,0.2005717102798675,0.0028125,0.4466117901891224
antmaze-large,CRL,50,0.5943691916763783,200,0.0245742487088702,0.24451732249656977,0.00203125,0.5329439382676293
antmaze-large,CRL,51,29.53342940658331,20,0.3251224342574822,0.9618401071316386,0.30640625,0.1569550404294362
antmaze-large,CRL,51,29.53342940658331,50,0.31400185877929704,0.9645829764296083,0.297265625,0.16224260313139272
antmaze-large,CRL,51,29.53342940658331,100,0.3061374531922222,0.9628071791350543,0.28921875,0.16644964739233786
antmaze-large,CRL,51,29.53342940658331,200,0.29859915524603836,0.9678000100316131,0.28390625,0.17044359009912835
antmaze-large,CRL,52,25.6191950943321,20,0.30826125046121566,0.9606400260818057,0.2903125,0.16544930481495038
antmaze-large,CRL,52,25.6191950943321,50,0.296949157003138,0.9571433135266364,0.278046875,0.17211905609919845
antmaze-large,CRL,52,25.6191950943321,100,0.2884803353868114,0.959876196564603,0.271171875,0.1769866798620991
antmaze-large,CRL,52,25.6191950943321,200,0.2804515847544532,0.9577187349441988,0.26296875,0.18209744217596174
antmaze-large,CRL,53,4.16534517891705,20,0.2500656775496072,0.7651392302226397,0.16640625,0.22990098936267112
antmaze-large,CRL,53,4.16534517891705,50,0.20151655124333553,0.7262334598833675,0.12484375,0.2908569551472811
antmaze-large,CRL,53,4.16534517891705,100,0.16836555447113388,0.7521244144476686,0.107890625,0.3485587438425112
antmaze-large,CRL,53,4.16534517891705,200,0.14099164746785267,0.7579745652064565,0.091484375,0.41426449336646637
antmaze-large,CRL,54,10.627238117158413,20,0.4,1.0,0.4,0.125
antmaze-large,CRL,54,10.627238117158413,50,0.4,1.0,0.4,0.125
antmaze-large,CRL,54,10.627238117158413,100,0.4,1.0,0.4,0.125
antmaze-large,CRL,54,10.627238117158413,200,0.4,1.0,0.4,0.125
antmaze-large,CRL,55,19.186320025473833,20,0.31902483010713195,0.9462404055346891,0.29359375,0.1611479136621078
antmaze-large,CRL,55,19.186320025473833,50,0.30367699729778164,0.9443459695972738,0.27875,0.16938941158695492
antmaze-large,CRL,55,19.186320025473833,100,0.2923080299089385,0.944308355105047,0.268203125,0.17604350342768132
antmaze-large,CRL,55,19.186320025473833,200,0.28118103351502105,0.9455640053925445,0.258203125,0.18310467880521286
antmaze-large,CRL,56,22.31932846829295,20,0.30986039412692545,0.9488475819673107,0.286640625,0.1655117068572033
antmaze-large,CRL,56,22.31932846829295,50,0.2957809526675884,0.9469481413951985,0.2725,0.1737519525495777
antmaze-large,CRL,56,22.31932846829295,100,0.2850708573022243,0.9467991551859839,0.2625,0.18034269622590168
antmaze-large,CRL,56,22.31932846829295,200,0.2747835657118175,0.9494486994013539,0.25390625,0.18696835926672817
antmaze-large,CRL,57,8.366075679659843,20,0.288015085263087,0.8808157566522891,0.237890625,0.18513040533906897
antmaze-large,CRL,57,8.366075679659843,50,0.2584807984062457,0.8860630066123525,0.2146875,0.20636110779909228
antmaze-large,CRL,57,8.366075679659843,100,0.23849134234940608,0.8871793909823984,0.19875,0.223189783894943
antmaze-large,CRL,57,8.366075679659843,200,0.22020362267951446,0.876597495690511,0.1809375,0.24223764993174743
antmaze-large,CRL,58,7.298189112916589,20,0.2779547067480444,0.8355105212972948,0.2125,0.1965907108934811
antmaze-large,CRL,58,7.298189112916589,50,0.2399848523313446,0.8300558249585822,0.181328125,0.2288822610829352
antmaze-large,CRL,58,7.298189112916589,100,0.21406332868843012,0.8374619782403263,0.163203125,0.25657044809660545
antmaze-large,CRL,58,7.298189112916589,200,0.19108392413348785,0.8388319969763706,0.146015625,0.28724049120646183
antmaze-large,CRL,59,23.357639266178012,20,0.32318215719989063,0.9574241445689166,0.302421875,0.15829280612867647
antmaze-large,CRL,59,23.357639266178012,50,0.3104537849892186,0.9545800249341793,0.2896875,0.1647603063532564
antmaze-large,CRL,59,23.357639266178012,100,0.30096862520290246,0.9565161682956024,0.281328125,0.17000009655906292
antmaze-large,CRL,59,23.357639266178012,200,0.29209163370754304,0.9580242132004695,0.27390625,0.17488177308850555
antmaze-large,CRL,60,26.459062322974205,20,1.0,0.0,0.0,0.049999999999999996
antmaze-large,CRL,60,26.459062322974205,50,1.0,0.0,0.0,0.049999999999999996
antmaze-large,CRL,60,26.459062322974205,100,1.0,0.0,0.0,0.049999999999999996
antmaze-large,CRL,60,26.459062322974205,200,1.0,0.0,0.0,0.049999999999999996
antmaze-large,CRL,61,2.9141765646636486,20,0.2251975086254771,0.6440847484238816,0.1153125,0.2792779396959921
antmaze-large,CRL,61,2.9141765646636486,50,0.16415592193407172,0.659012586809126,0.085390625,0.3858811121297719
antmaze-large,CRL,61,2.9141765646636486,100,0.1290010142929082,0.6855341227118524,0.070859375,0.4837285981649235
antmaze-large,CRL,61,2.9141765646636486,200,0.10266035993099253,0.6954203112190824,0.05796875,0.5998234490299363
antmaze-large,CRL,62,11.481982721015811,20,0.2881321898920479,0.9005256676623193,0.24625,0.18284785130199377
antmaze-large,CRL,62,11.481982721015811,50,0.2630718572088858,0.89096267550982,0.2215625,0.2010635092828931
antmaze-large,CRL,62,11.481982721015811,100,0.24459870667532826,0.8964240223775946,0.207109375,0.21641319287878555
antmaze-large,CRL,62,11.481982721015811,200,0.22741137819478321,0.892344247225945,0.1915625,0.23291203842765285
antmaze-large,CRL,63,17.920731911435723,20,0.31158416178402476,0.9424660267981274,0.28484375,0.16543561633318749
antmaze-large,CRL,63,17.920731911435723,50,0.29579687072666044,0.9468040437530924,0.272109375,0.1739749032448978
antmaze-large,CRL,63,17.920731911435723,100,0.285035455070169,0.9479055330589301,0.26296875,0.1802315927384775
antmaze-large,CRL,63,17.920731911435723,200,0.2749603490205831,0.9478324438375547,0.253671875,0.18682253281676472
antmaze-large,GCIQL,0,0.18812930211424828,20,0.9463607700438562,0.0,0.0,0.07406327027121212
antmaze-large,GCIQL,0,0.18812930211424828,50,0.9463607700438562,0.0,0.0,0.07406327027121212
antmaze-large,GCIQL,0,0.18812930211424828,100,0.9463607700438562,0.0,0.0,0.07406327027121212
antmaze-large,GCIQL,0,0.18812930211424828,200,0.9463607700438562,0.0,0.0,0.07406327027121212
antmaze-large,GCIQL,1,29.413702553138137,20,0.23277950513623863,0.927778461939897,0.207890625,0.2231410055022676
antmaze-large,GCIQL,1,29.413702553138137,50,0.21762155798339256,0.9247457481044585,0.19328125,0.23922282893567237
antmaze-large,GCIQL,1,29.413702553138137,100,0.20640708439147715,0.9179065338635286,0.181796875,0.25245388125167956
antmaze-large,GCIQL,1,29.413702553138137,200,0.1953241557731225,0.9216462268074236,0.172421875,0.2672648777330091
antmaze-large,GCIQL,2,15.248810173943639,20,0.15750915368350416,0.8040813445247854,0.11265625,0.356873828360515
antmaze-large,GCIQL,2,15.248810173943639,50,0.13123520680044898,0.7966910985007569,0.0928125,0.4291938577781856
antmaze-large,GCIQL,2,15.248810173943639,100,0.11410709731279467,0.8143831920973219,0.0828125,0.4917030593795151
antmaze-large,GCIQL,2,15.248810173943639,200,0.09985846629871685,0.8237442392828936,0.073984375,0.5567014922291995
antmaze-large,GCIQL,3,14.235662519931793,20,0.20912637592492134,0.8505296842629868,0.163984375,0.2593325383174424
antmaze-large,GCIQL,3,14.235662519931793,50,0.1825213720390946,0.8438912876913597,0.141171875,0.29888789381431663
antmaze-large,GCIQL,3,14.235662519931793,100,0.16380365839544692,0.8397397641622802,0.125625,0.3342247817561314
antmaze-large,GCIQL,3,14.235662519931793,200,0.14662085612429634,0.8456275380613948,0.113359375,0.372985268338589
antmaze-large,GCIQL,4,8.20920355618,20,0.1349105317829886,0.6662060083272623,0.071171875,0.4680261748951129
antmaze-large,GCIQL,4,8.20920355618,50,0.09855546211875128,0.6915911191750898,0.05484375,0.6305104220399678
antmaze-large,GCIQL,4,8.20920355618,100,0.07874204574083181,0.7166681534849455,0.04640625,0.7646646685561785
antmaze-large,GCIQL,4,8.20920355618,200,0.06403471077822649,0.7347046817955717,0.039375,0.8578300706097809
antmaze-large,GCIQL,5,22.19628875143826,20,0.20597390962939863,0.9083031422955105,0.1778125,0.25541037393195376
antmaze-large,GCIQL,5,22.19628875143826,50,0.18907739142404673,0.9117483698439429,0.164140625,0.27773391561167227
antmaze-large,GCIQL,5,22.19628875143826,100,0.17763478473310854,0.9138039281694152,0.154765625,0.2952218647291397
antmaze-large,GCIQL,5,22.19628875143826,200,0.16704954767499883,0.906774178413806,0.144375,0.3140343475026168
antmaze-large,GCIQL,6,23.148290505632758,20,0.15333059403798746,0.8685052174875272,0.12359375,0.3513548288192272
antmaze-large,GCIQL,6,23.148290505632758,50,0.1354004778677092,0.8649199416230924,0.108515625,0.3985232272417416
antmaze-large,GCIQL,6,23.148290505632758,100,0.12323674014275857,0.8700523424046254,0.099609375,0.4367321561874198
antmaze-large,GCIQL,6,23.148290505632758,200,0.11234568996776667,0.857146560860894,0.08921875,0.4803623458414818
antmaze-large,GCIQL,7,7.374560963362455,20,0.1413433681324024,0.6340545794158119,0.070390625,0.45038283110557115
antmaze-large,GCIQL,7,7.374560963362455,50,0.10203883527622563,0.6453606612537253,0.051484375,0.626753904707715
antmaze-large,GCIQL,7,7.374560963362455,100,0.07968574353466559,0.6361878359660165,0.03953125,0.7599228432373214
antmaze-large,GCIQL,7,7.374560963362455,200,0.06201066562972719,0.6530261232556575,0.031640625,0.8460564381167773
antmaze-large,GCIQL,8,3.7747031170874834,20,0.11969296141152802,0.4710953780433113,0.03421875,0.6061227647246319
antmaze-large,GCIQL,8,3.7747031170874834,50,0.06995139130696545,0.5352606348836251,0.0246875,0.7518785208119274
antmaze-large,GCIQL,8,3.7747031170874834,100,0.04846525776510675,0.5941973782287601,0.0203125,0.8326161599992515
antmaze-large,GCIQL,8,3.7747031170874834,200,0.03513015400954413,0.6470232905812903,0.01703125,0.8913100050911863
antmaze-large,GCIQL,9,25.700786858797073,20,0.20673049399169302,0.9200106946316052,0.18203125,0.2527068002421577
antmaze-large,GCIQL,9,25.700786858797073,50,0.1916870958147226,0.9108131142535262,0.166875,0.2729028057688468
antmaze-large,GCIQL,9,25.700786858797073,100,0.18053621450486945,0.9085676281658003,0.15640625,0.29045118982323287
antmaze-large,GCIQL,9,25.700786858797073,200,0.16983243720740326,0.9106143869441301,0.147578125,0.30851943231563966
antmaze-large,GCIQL,10,19.182371702045202,20,0.1585616362041177,0.8380009311409445,0.121171875,0.3457901972470693
antmaze-large,GCIQL,10,19.182371702045202,50,0.1367908434887309,0.8410970540725101,0.105078125,0.4002246205252093
antmaze-large,GCIQL,10,19.182371702045202,100,0.12240999321984257,0.8420509262519129,0.094140625,0.4472303674698957
antmaze-large,GCIQL,10,19.182371702045202,200,0.1098056887101645,0.8590252530574344,0.08671875,0.49529383960068285
antmaze-large,GCIQL,11,10.410134112462401,20,0.20851002469614993,0.8036019168811633,0.149375,0.268988089332607
antmaze-large,GCIQL,11,10.410134112462401,50,0.17419356062191682,0.7933561360288028,0.122890625,0.32278952769131203
antmaze-large,GCIQL,11,10.410134112462401,100,0.15135115413421632,0.7752732156356317,0.1034375,0.3747544244764383
antmaze-large,GCIQL,11,10.410134112462401,200,0.13031220594729107,0.7690289150022865,0.0875,0.4394450942870209
antmaze-large,GCIQL,12,12.144599100574851,20,0.13224723884782685,0.7527453570672232,0.085546875,0.43996075664203
antmaze-large,GCIQL,12,12.144599100574851,50,0.10556109958655832,0.7760269118795294,0.0709375,0.546979321148567
antmaze-large,GCIQL,12,12.144599100574851,100,0.08988123859047949,0.7823991883360921,0.061484375,0.6362585521411677
antmaze-large,GCIQL,12,12.144599100574851,200,0.07708657853370963,0.7869226888024595,0.05328125,0.7384611742427772
antmaze-large,GCIQL,13,18.372586648911238,20,0.16940534362303344,0.8577768475128853,0.13453125,0.3188020803764498
antmaze-large,GCIQL,13,18.372586648911238,50,0.14913145740174813,0.8594473627811781,0.11859375,0.36234934926215673
antmaze-large,GCIQL,13,18.372586648911238,100,0.13540354700533438,0.8573050896841676,0.10734375,0.39932697044968507
antmaze-large,GCIQL,13,18.372586648911238,200,0.1228240070550465,0.8531729646772132,0.09671875,0.44105872164250115
antmaze-large,GCIQL,14,26.73670493066311,20,0.17379175609409045,0.8835939896129706,0.144140625,0.30650414815842886
antmaze-large,GCIQL,14,26.73670493066311,50,0.15643499412355175,0.8864795361103022,0.1303125,0.3401360330399241
antmaze-large,GCIQL,14,26.73670493066311,100,0.14462639747264758,0.8839479599127046,0.12015625,0.36783270113402533
antmaze-large,GCIQL,14,26.73670493066311,200,0.13363780399916123,0.8902077693878692,0.111796875,0.39813624906235934
antmaze-large,GCIQL,15,3.663464980199933,20,0.11958721603174591,0.36432137252539687,0.02421875,0.5853391546638245
antmaze-large,GCIQL,15,3.663464980199933,50,0.06890259850395866,0.3598703455699589,0.01328125,0.7012367301330555
antmaze-large,GCIQL,15,3.663464980199933,100,0.044180375453163924,0.3903800042478624,0.009296875,0.768505502853805
antmaze-large,GCIQL,15,3.663464980199933,200,0.027675361222510866,0.4545799794265593,0.007265625,0.8275364071787307
antmaze-large,GCIQL,16,2.0249173510819674,20,0.1327383107158451,0.29735979297223764,0.016328125,0.4972186784092751
antmaze-large,GCIQL,16,2.0249173510819674,50,0.06382618824055876,0.3384410632348981,0.00984375,0.6203217907374876
antmaze-large,GCIQL,16,2.0249173510819674,100,0.03695372453464311,0.396649298842099,0.007421875,0.7049088010787896
antmaze-large,GCIQL,16,2.0249173510819674,200,0.021988664305867673,0.45997300561031,0.005859375,0.7832723822807438
antmaze-large,GCIQL,17,27.43775524199009,20,0.18883931371257107,0.9249473532671647,0.168125,0.2750772797820564
antmaze-large,GCIQL,17,27.43775524199009,50,0.1763863741166045,0.9180161131305024,0.1553125,0.2955383865208861
antmaze-large,GCIQL,17,27.43775524199009,100,0.16673433121912457,0.9179727052729033,0.14640625,0.31350188440483356
antmaze-large,GCIQL,17,27.43775524199009,200,0.1574391715281678,0.9167406472535994,0.138046875,0.3320396232271101
antmaze-large,GCIQL,18,17.198207806795835,20,0.143495240563582,0.8379965076612247,0.10953125,0.382537635451629
antmaze-large,GCIQL,18,17.198207806795835,50,0.12329134177783654,0.8255332597459729,0.092421875,0.44661140003163374
antmaze-large,GCIQL,18,17.198207806795835,100,0.10969054023520577,0.8446890720693937,0.084375,0.5005564871522332
antmaze-large,GCIQL,18,17.198207806795835,200,0.09810086045574748,0.8420937907886615,0.07546875,0.5579089297150552
antmaze-large,GCIQL,19,12.381480624899268,20,0.16796637014817548,0.8027565768207788,0.1203125,0.33361312283460937
antmaze-large,GCIQL,19,12.381480624899268,50,0.14004709668689855,0.7937031200399768,0.09859375,0.4025118833800199
antmaze-large,GCIQL,19,12.381480624899268,100,0.12164505315715735,0.7928418321183036,0.08546875,0.46381971897231655
antmaze-large,GCIQL,19,12.381480624899268,200,0.10560820079608202,0.798143287695102,0.07484375,0.5332063717378552
antmaze-large,GCIQL,20,10.173685317859054,20,0.13835842419805902,0.7159759146722282,0.08234375,0.4347481834821879
antmaze-large,GCIQL,20,10.173685317859054,50,0.10647223492655719,0.7501404864059485,0.067421875,0.5563034893392897
antmaze-large,GCIQL,20,10.173685317859054,100,0.08863984289394937,0.7737122724089508,0.058984375,0.6558620587307663
antmaze-large,GCIQL,20,10.173685317859054,200,0.07503148389048653,0.7835648254408034,0.05125,0.7644534882349302
