env,algo,config,alpha,w_max,ess,saturation_mass,fraction_clipped,top5_mass
antmaze-medium,CRL,6,5.7360591273754835,200,0.2922522416029517,0.9013712514042777,0.2478125,0.1818655740538265
antmaze-medium,CRL,7,25.895028663799167,20,0.3172880043655033,0.9401481198643535,0.289375,0.16244459954459672
antmaze-medium,CRL,7,25.895028663799167,50,0.3003207312186036,0.9365831210055292,0.272265625,0.17199804804692645
antmaze-medium,CRL,7,25.895028663799167,100,0.28753967991723595,0.9300832153640491,0.2584375,0.17994354831710746
antmaze-medium,CRL,7,25.895028663799167,200,0.274674360108675,0.9380793289832791,0.24890625,0.18844029207448168
antmaze-medium,CRL,8,22.601251183077693,20,0.3090261152585558,0.9352566357029586,0.279375,0.1673837379334154
antmaze-medium,CRL,8,22.601251183077693,50,0.2913364765057718,0.9334740488622306,0.262890625,0.17754038373605574
antmaze-medium,CRL,8,22.601251183077693,100,0.2785437600993717,0.931400078631518,0.250703125,0.18575757255349687
antmaze-medium,CRL,8,22.601251183077693,200,0.2659056221226853,0.9284722863717024,0.238046875,0.19501879333045277
antmaze-medium,CRL,9,5.254781199619174,20,0.23476494107696877,0.7019411133265193,0.136796875,0.2565632852821087
antmaze-medium,CRL,9,5.254781199619174,50,0.1796889546448656,0.6986663737957883,0.103828125,0.33645333275342704
antmaze-medium,CRL,9,5.254781199619174,100,0.1462874646653528,0.6951234353629249,0.08359375,0.41577476507688965
antmaze-medium,CRL,9,5.254781199619174,200,0.11866341977897815,0.6908773774294428,0.06734375,0.5129484008756884
antmaze-medium,CRL,10,7.9594990611076355,20,0.4,1.0,0.4,0.125
antmaze-medium,CRL,10,7.9594990611076355,50,0.4,1.0,0.4,0.125
antmaze-medium,CRL,10,7.9594990611076355,100,0.4,1.0,0.4,0.125
antmaze-medium,CRL,10,7.9594990611076355,200,0.4,1.0,0.4,0.125
antmaze-medium,CRL,11,20.611202493309975,20,0.30861300251994184,0.9307751326393617,0.277109375,0.16794363825463535
antmaze-medium,CRL,11,20.611202493309975,50,0.2898125669903066,0.931223882509587,0.2603125,0.17886653205466257
antmaze-medium,CRL,11,20.611202493309975,100,0.276251877452897,0.9285419091164288,0.247109375,0.1878807530301974
antmaze-medium,CRL,11,20.611202493309975,200,0.2627520689775631,0.9199050579405454,0.232265625,0.19802867039419747
antmaze-medium,CRL,12,16.174774523824453,20,0.29368636507894236,0.9052385025601756,0.2528125,0.17903357281783447
antmaze-medium,CRL,12,16.174774523824453,50,0.26911171709196197,0.9024011360963384,0.230390625,0.19584154869503445
antmaze-medium,CRL,12,16.174774523824453,100,0.2514659011255803,0.901103564573021,0.21484375,0.20971137502790307
antmaze-medium,CRL,12,16.174774523824453,200,0.23462599099963732,0.8914337145644335,0.197734375,0.22541192308227476
antmaze-medium,CRL,13,11.958741378039122,20,0.2878241509425552,0.8667908640511767,0.232578125,0.18634402183162685
antmaze-medium,CRL,13,11.958741378039122,50,0.25562874490635334,0.8673196273995913,0.20609375,0.21041871172696683
antmaze-medium,CRL,13,11.958741378039122,100,0.23321370188463822,0.8642310904935151,0.186953125,0.23113577012781014
antmaze-medium,CRL,13,11.958741378039122,200,0.21212890030395512,0.8568708312705994,0.16796875,0.25506852651775985
antmaze-medium,CRL,14,1.0769762936979532,20,0.253901561738206,0.07680800789729822,0.004609375,0.3325801087571681
antmaze-medium,CRL,14,1.0769762936979532,50,0.15116850843608332,0.06406709991289673,0.001640625,0.37436589067670606
antmaze-medium,CRL,14,1.0769762936979532,100,0.08980596755283882,0.07557178354686302,0.001015625,0.40393863703625776
antmaze-medium,CRL,14,1.0769762936979532,200,0.04378535389807334,0.10890641261560569,0.00078125,0.44166081439269195
antmaze-medium,CRL,15,26.862776884809136,20,0.31077956251471667,0.938028697500223,0.2821875,0.16620663521598636
antmaze-medium,CRL,15,26.862776884809136,50,0.2942317738382446,0.9438542575908436,0.26953125,0.17509180430670723
antmaze-medium,CRL,15,26.862776884809136,100,0.28283264756233933,0.9407865419308038,0.258203125,0.1821795421590664
antmaze-medium,CRL,15,26.862776884809136,200,0.2716731517281322,0.9401227529707618,0.247734375,0.189744106559851
antmaze-medium,CRL,16,27.879245644435287,20,0.319290711581392,0.9487951071536115,0.295546875,0.16051516483698422
antmaze-medium,CRL,16,27.879245644435287,50,0.3052065499963768,0.945508763678718,0.2809375,0.16827742178931576
antmaze-medium,CRL,16,27.879245644435287,100,0.2940422466210541,0.9429772485744377,0.269296875,0.17508135743766756
antmaze-medium,CRL,16,27.879245644435287,200,0.2825899612985063,0.9421943283725699,0.25828125,0.1823969661701285
antmaze-medium,CRL,17,0.22577284835278988,20,0.9372765552908839,0.0,0.0,0.08304094532445466
antmaze-medium,CRL,17,0.22577284835278988,50,0.9372765552908839,0.0,0.0,0.08304094532445466
antmaze-medium,CRL,17,0.22577284835278988,100,0.9372765552908839,0.0,0.0,0.08304094532445466
antmaze-medium,CRL,17,0.22577284835278988,200,0.9372765552908839,0.0,0.0,0.08304094532445466
antmaze-medium,CRL,18,12.986643500626087,20,0.2819550281170141,0.8827667922971002,0.23375,0.1888271213469733
antmaze-medium,CRL,18,12.986643500626087,50,0.2533360981618674,0.8709014226936443,0.206328125,0.21104767532144356
