checkpoint_path,agent,dataset,phase,seed,configuration,actor,fr_auc_mean,fr_auc_std,gap_mean_mean,gap_mean_std,gap_std_mean,gap_std_std,extractability_index_mean,extractability_index_std,adv_plus_mean_mean,adv_plus_mean_std,adv_minus_mean_mean,adv_minus_mean_std
/bigwork/nhwptoem/gcrl/code/logs-advantage-scene-single-fixed-batch/GCIVL_scene-play-v0_64c_lr-alpha/run_logs/configuration_26/phase_569000/seed_2/params_569000.pkl,GCIVL,scene-play-v0,569000,2,26,actor,0.66313,0.019698,0.179116,0.052316,1.098033,0.219401,0.170907,0.057091,0.179469,0.048894,0.000353,0.022585
/bigwork/nhwptoem/gcrl/code/logs-advantage-scene-single-fixed-batch/GCIVL_scene-play-v0_64c_lr-alpha/run_logs/configuration_26/phase_569000/seed_3/params_569000.pkl,GCIVL,scene-play-v0,569000,3,26,actor,0.661835,0.022043,0.179036,0.055666,1.098882,0.215879,0.171031,0.060511,0.179405,0.052,0.000369,0.02324
/bigwork/nhwptoem/gcrl/code/logs-advantage-scene-single-fixed-batch/GCIVL_scene-play-v0_64c_lr-alpha/run_logs/configuration_26/phase_569000/seed_4/params_569000.pkl,GCIVL,scene-play-v0,569000,4,26,actor,0.664671,0.020194,0.182774,0.054418,1.101961,0.223418,0.174133,0.05968,0.183127,0.050147,0.000352,0.022964
/bigwork/nhwptoem/gcrl/code/logs-advantage-scene-single-fixed-batch/GCIVL_scene-play-v0_64c_lr-alpha/run_logs/configuration_27/phase_569000/seed_0/params_569000.pkl,GCIVL,scene-play-v0,569000,0,27,actor,0.67178,0.018011,0.174348,0.051887,1.076799,0.220763,0.170993,0.056797,0.17379,0.048336,-0.000558,0.017165
/bigwork/nhwptoem/gcrl/code/logs-advantage-scene-single-fixed-batch/GCIVL_scene-play-v0_64c_lr-alpha/run_logs/configuration_27/phase_569000/seed_1/params_569000.pkl,GCIVL,scene-play-v0,569000,1,27,actor,0.675218,0.016252,0.200662,0.057063,1.083513,0.238403,0.196498,0.068661,0.199922,0.053509,-0.00074,0.018761
/bigwork/nhwptoem/gcrl/code/logs-advantage-scene-single-fixed-batch/GCIVL_scene-play-v0_64c_lr-alpha/run_logs/configuration_27/phase_569000/seed_2/params_569000.pkl,GCIVL,scene-play-v0,569000,2,27,actor,0.669018,0.015308,0.180542,0.053042,1.082735,0.243391,0.177787,0.067666,0.179137,0.049151,-0.001405,0.019519
/bigwork/nhwptoem/gcrl/code/logs-advantage-scene-single-fixed-batch/GCIVL_scene-play-v0_64c_lr-alpha/run_logs/configuration_27/phase_569000/seed_3/params_569000.pkl,GCIVL,scene-play-v0,569000,3,27,actor,0.67123,0.013686,0.194592,0.057632,1.109415,0.296674,0.189495,0.070404,0.193612,0.051812,-0.00098,0.019574
/bigwork/nhwptoem/gcrl/code/logs-advantage-scene-single-fixed-batch/GCIVL_scene-play-v0_64c_lr-alpha/run_logs/configuration_27/phase_569000/seed_4/params_569000.pkl,GCIVL,scene-play-v0,569000,4,27,actor,0.679415,0.020692,0.193781,0.063149,1.087155,0.207726,0.187416,0.068498,0.194578,0.057155,0.000797,0.018831
/bigwork/nhwptoem/gcrl/code/logs-advantage-scene-single-fixed-batch/GCIVL_scene-play-v0_64c_lr-alpha/run_logs/configuration_28/phase_569000/seed_0/params_569000.pkl,GCIVL,scene-play-v0,569000,0,28,actor,0.666642,0.019412,0.173957,0.050682,1.099232,0.214521,0.165941,0.056001,0.1756,0.047886,0.001643,0.022204
/bigwork/nhwptoem/gcrl/code/logs-advantage-scene-single-fixed-batch/GCIVL_scene-play-v0_64c_lr-alpha/run_logs/configuration_28/phase_569000/seed_1/params_569000.pkl,GCIVL,scene-play-v0,569000,1,28,actor,0.666071,0.02013,0.173614,0.050861,1.100907,0.214291,0.165319,0.055994,0.175321,0.047871,0.001706,0.022742
/bigwork/nhwptoem/gcrl/code/logs-advantage-scene-single-fixed-batch/GCIVL_scene-play-v0_64c_lr-alpha/run_logs/configuration_28/phase_569000/seed_2/params_569000.pkl,GCIVL,scene-play-v0,569000,2,28,actor,0.665985,0.01966,0.174242,0.050259,1.098717,0.213176,0.166073,0.055408,0.176021,0.046937,0.001779,0.022587
/bigwork/nhwptoem/gcrl/code/logs-advantage-scene-single-fixed-batch/GCIVL_scene-play-v0_64c_lr-alpha/run_logs/configuration_28/phase_569000/seed_3/params_569000.pkl,GCIVL,scene-play-v0,569000,3,28,actor,0.665038,0.020368,0.1734,0.051146,1.102331,0.212998,0.16482,0.055861,0.175224,0.04758,0.001823,0.023004
/bigwork/nhwptoem/gcrl/code/logs-advantage-scene-single-fixed-batch/GCIVL_scene-play-v0_64c_lr-alpha/run_logs/configuration_28/phase_569000/seed_4/params_569000.pkl,GCIVL,scene-play-v0,569000,4,28,actor,0.667736,0.018597,0.176365,0.050297,1.101738,0.21824,0.167858,0.055889,0.178295,0.04698,0.00193,0.022275
