agent,configuration,seed,phase,actor,alpha,has_real_alpha,ess_mean,ess_std,saturation_mass_mean,saturation_mass_std,fraction_clipped_mean,fraction_clipped_std,top5_mass_mean,top5_mass_std,entropy_mean,entropy_std
CRL,7,2,53000,actor,18.32937167957425,True,1.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,5.545177,0.0
CRL,7,3,53000,actor,18.32937167957425,True,1.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,5.545177,0.0
CRL,7,4,53000,actor,18.32937167957425,True,1.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,5.545177,0.0
CRL,8,0,53000,actor,15.16501072794199,True,0.323402,0.01461,0.955939,0.013478,0.302344,0.015207,0.148506,0.006978,4.436806,0.044646
CRL,8,1,53000,actor,15.16501072794199,True,0.31819,0.012968,0.949734,0.01881,0.294922,0.017299,0.151302,0.006857,4.422172,0.041672
CRL,8,2,53000,actor,15.16501072794199,True,0.321883,0.016086,0.954874,0.014354,0.300391,0.016413,0.149375,0.007783,4.432578,0.051361
CRL,8,3,53000,actor,15.16501072794199,True,0.320099,0.01324,0.960637,0.013389,0.301172,0.015995,0.149824,0.006611,4.426179,0.042051
CRL,8,4,53000,actor,15.16501072794199,True,0.325828,0.012181,0.959595,0.013335,0.30625,0.012651,0.147086,0.005914,4.443176,0.039038
CRL,9,0,53000,actor,0.3452296368777752,True,0.458454,0.090748,0.0,0.0,0.0,0.0,0.222285,0.033645,5.165925,0.07804
CRL,9,1,53000,actor,0.3452296368777752,True,0.464724,0.118555,0.0,0.0,0.0,0.0,0.212792,0.035418,5.177517,0.085245
CRL,9,2,53000,actor,0.3452296368777752,True,0.455607,0.083351,0.0,0.0,0.0,0.0,0.219301,0.030651,5.166428,0.075799
CRL,9,3,53000,actor,0.3452296368777752,True,0.462637,0.120724,0.0,0.0,0.0,0.0,0.220069,0.041754,5.162457,0.101039
CRL,9,4,53000,actor,0.3452296368777752,True,0.463012,0.104915,0.0,0.0,0.0,0.0,0.223413,0.041054,5.165332,0.102591
CRL,10,0,53000,actor,14.442106951028109,True,0.305558,0.02316,0.960869,0.021518,0.288281,0.027176,0.157322,0.013017,4.378257,0.074864
CRL,10,1,53000,actor,14.442106951028109,True,0.318363,0.020176,0.957001,0.016082,0.298438,0.017777,0.150796,0.009425,4.417966,0.061699
CRL,10,2,53000,actor,14.442106951028109,True,0.314741,0.025018,0.968837,0.010466,0.3,0.025502,0.152381,0.013182,4.405018,0.076645
CRL,10,3,53000,actor,14.442106951028109,True,0.319692,0.035767,0.961491,0.014962,0.301172,0.031971,0.151233,0.016858,4.417169,0.11031
