training/actor/actor_loss,training/actor/adv,training/actor/bc_log_prob,training/actor/mse,training/actor/std,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,validation/actor/actor_loss,validation/actor/adv,validation/actor/bc_log_prob,validation/actor/mse,validation/actor/std,validation/critic/critic_loss,validation/critic/q_max,validation/critic/q_mean,validation/critic/q_min,validation/value/v_max,validation/value/v_mean,validation/value/v_min,validation/value/value_loss,time/epoch_time,time/total_time,step
47.44628,-0.88793576,-9.389568,0.509515,1.0,4.919964,2.267214,-0.59496045,-4.3416214,5.7743483,-3.9528081,285.10333,3.487027,0.207225,-4.131897,0.49095696,0.003912147,-7.3396516,-9.321905,0.49259934,1.0,65.00213,4.6935086,1.7842212,-2.7342083,6.1239953,3.2357054,-2.2430363,1.539756,0.009213644170761108,46.06822323799133,1
9.137419,-0.77399886,-8.290358,0.23471251,1.0,0.96509564,0.09161544,-14.463495,-23.694696,1.1683376,-0.83705884,32.085613,0.96565485,-13.80616,-22.89196,0.04280759,12.3800535,-0.77683413,-8.265889,0.22859524,1.0,0.940555,0.0,-14.4130945,-23.685587,0.7447294,-13.799606,-22.925777,0.04049121,0.24420470395088195,1267.0917444229126,5000
11.707866,-0.6195136,-8.151064,0.19988889,1.0,1.6247582,0.0,-23.047743,-39.910675,2.3621697,-2.9960878,64.97109,0.96750635,-22.576843,-39.29531,0.07491009,13.650969,-0.6179811,-8.062607,0.17777482,1.0,1.4340681,0.0,-21.9487,-39.825317,1.041157,-21.473555,-39.219933,0.06996173,0.24941340098381043,2514.158750772476,10000
28.216785,-0.47863942,-8.006413,0.1637263,1.0,1.8650143,0.0,-25.758575,-52.034943,4.17305,-3.147204,87.78926,0.61180925,-25.328217,-51.50843,0.093522035,36.019173,-0.48823977,-8.013882,0.16559336,1.0,2.1349692,0.0,-25.497593,-51.94964,0.610973,-25.040527,-51.466873,0.11215902,0.1394640971660614,3211.4792387485504,15000
16.457836,-0.83687294,-7.9682016,0.1541734,1.0,1.8381655,0.0,-25.30125,-60.658794,5.000462,-3.5671186,91.637886,0.9478433,-24.908129,-60.298367,0.14145494,40.134502,-0.5289044,-7.9737663,0.15556449,1.0,2.3372698,0.35367227,-28.168617,-60.6471,0.8043491,-27.780334,-60.275253,0.14270529,0.004826674175262451,3235.6126112937927,20000
13.941826,-0.8665116,-8.032852,0.17033611,1.0,2.0392916,0.0,-27.67663,-66.39159,3.1520007,-3.911831,96.214066,0.69309783,-27.287401,-66.06616,0.14147532,13.740895,-0.9080296,-8.016914,0.16635156,1.0,1.6205957,0.0,-27.316769,-66.41987,0.6775752,-26.873566,-66.05547,0.14095162,0.1380106282234192,3925.6657543182373,25000
21.19345,-0.66309214,-8.045935,0.17360649,1.0,1.8921176,0.0,-27.046448,-70.09661,1.711214,-2.4096153,66.67033,0.6743188,-26.625652,-69.83267,0.11779912,25.840769,-0.58271813,-8.0349245,0.17085424,1.0,1.8221705,0.0,-26.557207,-71.07379,1.162654,-26.13959,-70.78742,0.13089606,0.004996100521087647,3950.646258354187,30000
16.795147,-0.7852837,-7.9217496,0.14256038,1.0,1.8739009,0.0,-27.607052,-72.097145,3.7210598,-4.992405,90.60565,1.4912934,-27.21458,-71.81353,0.14548588,26.143276,-0.6039247,-8.015728,0.1660551,1.0,1.7791364,0.0,-27.012156,-72.91609,0.99046344,-26.607792,-72.63628,0.17746109,0.13732488598823547,4637.270689725876,35000
15.808739,-0.72122836,-7.9401717,0.14716592,1.0,1.678879,0.0,-27.824495,-73.04662,2.3250914,-3.479709,80.06201,0.67870736,-27.470722,-72.727745,0.15405253,17.421862,-0.8007258,-8.032348,0.17020997,1.0,1.631974,0.0,-27.725895,-73.674416,0.769689,-27.250109,-73.36339,0.16049123,0.004829827928543091,4661.419831037521,40000
14.989984,-0.78623986,-7.918967,0.14186467,1.0,1.620302,0.0,-28.085745,-75.14508,2.6517134,-2.6244562,71.66557,0.8579641,-27.742674,-74.84696,0.121280864,27.586529,-0.6588739,-7.976535,0.15625666,1.0,1.7522242,0.0,-27.921654,-75.24342,0.8912773,-27.521696,-74.989586,0.17245609,0.13700418605804443,5346.440763473511,45000
