hps,Goal Distance Score Normalized Regret $< 0.1$ Ratio,Goal Distance Score Normalized Regret $< 0.2$ Ratio,Goal Distance Score,Success,Max Goal Distance Score
"frozenset({'discount', 'lr'})",0.37 $\pm$ 0.19,0.63 $\pm$ 0.15,0.51 $\pm$ 0.12,0.36 $\pm$ 0.20,0.92
