phase_num,mean_normalized_goal_distance_return,mean_normalized_goal_distance_return_scaled
0 -> 1,nan $\pm$ nan,nan $\pm$ nan
1 -> 2,0.23 $\pm$ 0.07,0.31 $\pm$ 0.08
2 -> 3,0.08 $\pm$ 0.05,0.09 $\pm$ 0.05
3 -> 4,0.05 $\pm$ 0.03,0.06 $\pm$ 0.02
