training/actor/actor_loss;training/actor/adv;training/actor/bc_log_prob;training/actor/mse;training/actor/std;training/grad/max;training/grad/min;training/grad/norm;training/value/d_neg_loss;training/value/d_neg_max;training/value/d_neg_mean;training/value/d_neg_min;training/value/d_pos_loss;training/value/d_pos_max;training/value/d_pos_mean;training/value/d_pos_min;training/value/lam;training/value/lam_loss;training/value/total_loss;training/value/value_loss;validation/actor/actor_loss;validation/actor/adv;validation/actor/bc_log_prob;validation/actor/mse;validation/actor/std;validation/value/d_neg_loss;validation/value/d_neg_max;validation/value/d_neg_mean;validation/value/d_neg_min;validation/value/d_pos_loss;validation/value/d_pos_max;validation/value/d_pos_mean;validation/value/d_pos_min;validation/value/lam;validation/value/lam_loss;validation/value/total_loss;validation/value/value_loss;time/epoch_time;time/total_time;grad/value_cosine_similarity_mean;grad/actor_cosine_similarity_mean;grad/value_cosine_similarity_std;grad/actor_cosine_similarity_std;grad/value_magnitude_similarity_mean;grad/actor_magnitude_similarity_mean;grad/value_magnitude_similarity_std;grad/actor_magnitude_similarity_std;grad/value_scale_mean;grad/actor_scale_mean;grad/value_scale_std;grad/actor_scale_std;feature/embedding_rank;step
15.963633;0.07079874;-5.066604;0.18876462;1.0;1.4025801;-1.4444172;59.40414;480.17596;28.271044;20.64943;9.648602;1.4944172;9.407616;1.6919222;0.21957783;1.0;-1.4444172;480.22595;481.67038;23.162346;0.08821034;-5.0670986;0.18896234;1.0;477.1737;32.26748;23.677118;9.625377;2.1529355;10.583052;1.8752909;0.35667872;1.0003;-2.1035666;477.22372;479.3273;0.0002997554047740205;33.30612564086914;0.041928083;0.019408058;0.05887881;0.3608155;0.95411724;0.54313534;0.13463847;0.33432227;126.11432;10.082642;86.40595;40.812073;255;1
38.16159;0.18209586;-4.645782;0.02043585;1.0;81.59761;-83.697464;1774.7124;205.27075;937.5363;333.07617;8.680361;0.059363116;4.779401;0.7440981;0.012372732;821.86334;-7.695201;246.3639;254.05911;61.24424;0.09557815;-4.655699;0.0244023;1.0;211.19078;861.2274;327.2734;1.0857533;1.5705326;32.587276;1.0552315;0.002023333;821.9491;-1249.8004;252.28821;1502.0886;0.026982422711249236;3031.350098133087;0.024903813;0.0014459137;0.08804027;0.13852558;0.46566117;0.35854197;0.42137536;0.34785488;39578.305;39.4925;180517.98;117.68404;17;111112
43.12912;0.21326783;-4.6402903;0.018238986;1.0;100.948265;-115.78808;2750.8186;143.36473;1253.49;457.2245;10.339582;0.06250368;5.285749;0.7806542;0.012912237;694.1598;-8.679552;178.07272;186.75227;95.241776;0.26459664;-4.6552877;0.024238003;1.0;154.78769;1216.799;437.91867;2.0957544;3.2891088;39.0783;1.4232953;0.0054991664;694.13696;-2248.3853;189.49438;2437.8796;0.021464944425464216;5416.341541051865;0.012918683;0.0042409035;0.06938285;0.12961653;0.32903126;0.2920307;0.37234125;0.33378983;67391.93;59.849968;215052.0;188.68333;20;222223
39.80503;0.19421938;-4.6385956;0.017561017;1.0;63.40297;-59.733894;1128.0623;117.955215;1416.2073;532.7591;10.923136;0.040021144;2.8542638;0.7673854;0.009470484;606.1835;6.049018;148.26439;142.21538;104.634735;0.20833087;-4.65132;0.022650998;1.0;125.91046;1341.5507;507.38794;6.7078257;16.748236;108.33724;1.7415009;0.007128317;606.1534;-10121.692;156.21777;10277.91;0.02126245549254468;7778.834238767624;0.0099711595;nan;0.06380886;nan;0.28356603;0.26604676;0.34569737;0.32723418;86316.06;79.21325;224192.05;234.9217;23;333334
44.4989;0.24639766;-4.6384573;0.017505879;1.0;56.893475;-49.438843;1082.5183;110.06371;1633.5198;563.1981;19.154392;0.045623455;2.8607419;0.79467225;0.01821384;527.41724;2.3082654;136.43457;134.12631;108.058395;0.37439755;-4.6629267;0.02729367;1.0;121.53165;1642.9832;543.3279;17.388544;5.7935457;33.635788;1.7839768;0.010299269;527.40796;-3029.1917;147.9021;3177.0938;0.021196998682417003;10134.05396437645;0.009886102;nan;0.06380593;nan;0.26677984;0.2559909;0.33952126;0.32776856;99997.87;106.82338;243837.08;325.87146;25;444445
45.905567;0.23079297;-4.6318874;0.014878041;1.0;54.482334;-46.14526;1398.9537;94.46559;1726.9034;612.8712;15.132396;0.050667286;2.8588493;0.80412334;0.03754862;510.9471;-0.34094742;120.01295;120.3539;115.13667;0.42464694;-4.6569834;0.024916215;1.0;106.92442;1544.0742;587.9137;17.941074;10.554526;69.03953;1.998447;0.028410494;510.93594;-5367.14;132.47119;5499.6113;0.021176788974735905;12487.028168916702;0.00818625;nan;0.06286632;nan;0.2567754;0.23960124;0.333822;0.3205351;115882.69;104.122116;286734.44;276.32764;27;555556
50.140617;0.27203548;-4.627609;0.013166509;1.0;87.286354;-63.82392;2496.237;92.20983;1991.501;630.6415;11.67466;0.10146392;6.5012026;0.83774686;0.051938307;477.5907;-24.57869;116.08937;140.66806;118.408005;0.36969376;-4.6612906;0.026639193;1.0;97.85037;1814.9918;624.43317;8.139658;7.0396194;42.454357;2.0177073;0.02954019;477.64764;-3338.5752;121.73291;3460.308;0.02086486368670016;14805.34404182434;0.0064638187;nan;0.061166868;nan;0.2653713;0.23540978;0.33750495;0.32227552;118487.086;114.252;293794.62;275.82657;27;666667
45.53668;0.2694828;-4.6297626;0.014028102;1.0;167.14975;-116.676056;1347.7867;79.667786;1937.8075;695.6184;7.9931326;0.045898438;2.9793692;0.82529056;0.06707811;461.5345;1.8930129;102.744514;100.8515;120.83949;0.26372543;-4.666298;0.028642137;1.0;90.09443;1841.7832;667.25574;4.965774;8.409768;27.617046;2.2186024;0.039381277;461.48785;-3857.9314;113.168945;3971.1003;0.020746013493797153;17110.454351902008;0.005762885;nan;0.06451368;nan;0.2675979;0.22644082;0.3388971;0.3208197;134791.14;111.1698;372059.72;256.97873;28;777778
42.74595;0.27141875;-4.633504;0.015524633;1.0;40.8399;-46.21811;828.80493;79.57456;2277.9841;708.52216;22.569466;0.03292172;2.3225105;0.79940814;0.017735837;442.31845;7.5540385;101.69048;94.136444;131.66606;0.53826994;-4.6674023;0.029083764;1.0;88.04813;1889.453;681.6749;11.788582;11.559632;59.236996;2.2744718;0.048593353;442.29416;-5090.643;110.163086;5200.806;0.021039692008939827;19448.195574760437;0.0046837754;nan;0.06604604;nan;0.26169103;0.22212379;0.33287275;0.31765524;138803.66;139.68147;337527.56;364.27106;29;888889
47.295902;0.26528516;-4.6283407;0.013459289;1.0;42.47695;-52.511707;1167.7688;76.3139;2205.0613;714.2036;9.079764;0.04402353;3.1584868;0.82464445;0.03373378;412.20807;2.46355;96.9243;94.460754;122.68182;0.25258252;-4.664571;0.02795114;1.0;87.78021;1803.0386;680.7924;6.849439;18.342316;95.73559;2.5073066;0.02244596;412.22498;-7540.55;108.39111;7648.941;0.020564580592179926;21733.14669394493;0.0048760264;nan;0.06946235;nan;0.2636033;0.22262493;0.33872747;0.31563723;136529.78;139.528;352535.88;386.5777;29;1000000
