training/grad/max,training/grad/min,training/grad/norm,training/high_actor/actor_loss,training/high_actor/adv,training/high_actor/bc_log_prob,training/high_actor/mse,training/high_actor/std,training/low_actor/actor_loss,training/low_actor/adv,training/low_actor/bc_log_prob,training/low_actor/mse,training/low_actor/std,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,validation/high_actor/actor_loss,validation/high_actor/adv,validation/high_actor/bc_log_prob,validation/high_actor/mse,validation/high_actor/std,validation/low_actor/actor_loss,validation/low_actor/adv,validation/low_actor/bc_log_prob,validation/low_actor/mse,validation/low_actor/std,validation/value/v_max,validation/value/v_mean,validation/value/v_min,validation/value/value_loss,time/epoch_time,time/total_time,step
17.919907,-26.20165,351.54016,153.00888,0.008001531,-14.250956,1.0123142,1.0,66.8835,-0.019837502,-9.477267,0.53143984,1.0,2.3864906,-0.43884176,-2.6887622,1.3401513,107.97035,-0.007928438,-13.689945,0.90011185,1.0,51.72765,-0.0054074572,-9.440329,0.5222054,1.0,1.0806531,-4.8814273,-6.8170986,11.696912,0.012402776145935058,62.01388335227966,1
10.127066,-11.381576,204.987,409.15982,2.3050113,-10.489475,0.26001793,1.0,166.96979,0.10247644,-8.294839,0.23583262,1.0,-0.03638683,-16.66037,-26.833673,0.8919047,420.14166,2.2287297,-10.301151,0.22235326,1.0,161.59743,0.14751893,-8.330993,0.24487108,1.0,-0.006819843,-16.46715,-26.878557,0.78208184,0.2368347587108612,1246.1876788139343,5000
25.113523,-21.459736,294.09134,535.2483,2.9220867,-9.963864,0.15489589,1.0,203.46442,0.2602957,-8.197591,0.21152064,1.0,0.34872037,-22.150185,-43.564884,1.0545998,523.0476,2.662691,-10.009417,0.16400635,1.0,204.42319,0.19934207,-8.264967,0.22836474,1.0,0.23131275,-21.221088,-43.542503,1.099899,0.25880133056640625,2540.1943328380585,10000
6.2837653,-10.002493,231.4928,556.4884,2.9919667,-10.02142,0.16640685,1.0,191.7881,0.2836842,-8.217409,0.21647511,1.0,0.10229645,-24.935036,-56.06585,1.1576049,582.3921,3.4648755,-10.030774,0.16827762,1.0,193.39172,0.2797401,-8.240883,0.2223435,1.0,0.11795417,-24.92995,-56.156265,1.2309545,0.12237339181900024,3152.061296224594,15000
32.201008,-26.039677,342.68286,584.09204,3.289226,-10.089902,0.18010323,1.0,210.76923,0.20459566,-8.189716,0.20955206,1.0,0.037440613,-26.651287,-65.278336,1.1344564,561.21094,3.2635326,-10.062885,0.17470002,1.0,209.36794,0.2534666,-8.239435,0.22198178,1.0,0.038472943,-26.999516,-65.23163,1.3905547,0.016277874994277953,3233.4506754875183,20000
12.088654,-22.769554,309.45792,572.05054,3.2881613,-10.062956,0.17471425,1.0,208.49976,0.21598132,-8.164007,0.20312482,1.0,-0.019960538,-27.237564,-71.787674,1.7274194,564.0232,3.1033604,-10.154568,0.19303654,1.0,195.40407,0.20366597,-8.267088,0.2288948,1.0,-0.108495876,-26.731672,-71.86888,1.5188463,0.11977725048065185,3832.336931705475,25000
15.290963,-23.14543,286.16687,599.2273,3.8291812,-10.067862,0.17569543,1.0,215.13576,0.21868683,-8.210324,0.214704,1.0,0.18866481,-27.493942,-77.22601,1.421092,581.2831,3.4875057,-10.10083,0.1822892,1.0,218.91864,0.27738756,-8.251832,0.225081,1.0,0.14744723,-28.128712,-77.12158,1.45735,0.008419839906692504,3874.436134815216,30000
20.2136,-10.958912,270.87445,600.2689,3.7067723,-9.982073,0.15853766,1.0,252.23941,0.4177758,-8.190747,0.20980988,1.0,0.04852035,-30.983002,-81.54184,1.6104224,619.63727,3.82875,-9.900153,0.14215364,1.0,231.8581,0.37897718,-8.199314,0.21195164,1.0,0.060823213,-28.611591,-81.299255,1.3851262,0.11769495720863342,4462.910922527313,35000
11.061346,-9.565002,212.66371,584.50525,3.3918169,-9.98554,0.15923107,1.0,222.88203,0.33313748,-8.2202,0.21717282,1.0,-0.083513625,-28.990725,-84.81165,1.5471426,595.3501,3.8045769,-9.990044,0.16013165,1.0,204.48834,0.2365081,-8.216954,0.21636158,1.0,-0.028971847,-29.839428,-84.83693,1.4578218,0.008399259901046754,4504.907223701477,40000
8.471639,-11.077667,196.38928,597.2691,4.0249405,-9.96894,0.15591095,1.0,238.64514,0.3873304,-8.203091,0.2128956,1.0,0.12837826,-31.021698,-87.84117,1.6560347,605.4114,3.9123287,-9.955539,0.15323076,1.0,239.92188,0.44678226,-8.18868,0.20929286,1.0,0.093813784,-30.192446,-87.897064,1.7931337,0.11483306365013123,5079.072545528412,45000
12.568257,-10.058165,237.91629,600.25476,3.6975293,-9.905851,0.14329319,1.0,204.94818,0.25274587,-8.203661,0.21303838,1.0,0.07174572,-30.354546,-90.235825,1.5726503,613.8072,3.7448587,-10.012778,0.16467862,1.0,190.03433,0.24508592,-8.212739,0.21530758,1.0,0.047073767,-31.791113,-90.59396,1.3170786,0.010643722105026246,5132.291157484055,50000
20.74506,-23.743095,271.50446,594.77545,3.4927998,-9.986675,0.15945819,1.0,219.2451,0.2652446,-8.19891,0.21185029,1.0,0.14708114,-31.237667,-91.79959,2.0459363,577.4562,3.6464746,-10.041189,0.17036085,1.0,225.02971,0.34169275,-8.224692,0.21829607,1.0,0.22679499,-29.955353,-92.17566,1.9261398,0.09619770493507385,5613.279685497284,55000
