training/grad/max,training/grad/min,training/grad/norm,training/high_actor/actor_loss,training/high_actor/adv,training/high_actor/bc_log_prob,training/high_actor/mse,training/high_actor/std,training/low_actor/actor_loss,training/low_actor/adv,training/low_actor/bc_log_prob,training/low_actor/mse,training/low_actor/std,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,validation/high_actor/actor_loss,validation/high_actor/adv,validation/high_actor/bc_log_prob,validation/high_actor/mse,validation/high_actor/std,validation/low_actor/actor_loss,validation/low_actor/adv,validation/low_actor/bc_log_prob,validation/low_actor/mse,validation/low_actor/std,validation/value/v_max,validation/value/v_mean,validation/value/v_min,validation/value/value_loss,time/epoch_time,time/total_time,step
10.675491,-10.831764,278.69736,145.76456,0.023059519,-14.103605,0.982844,1.0,60.990646,0.04067607,-9.787541,0.60900843,1.0,3.1791205,0.959918,-1.6922723,1.2255132,86.82277,-0.054404587,-13.801294,0.9223819,1.0,40.839897,0.012165364,-9.74835,0.5992105,1.0,1.5842353,-3.1798062,-4.738452,6.753031,0.013098839569091797,65.49419975280762,1
27.701868,-37.732426,416.54492,537.9081,3.3111458,-10.425993,0.24732164,1.0,218.41629,0.1774168,-9.3158245,0.4910792,1.0,0.121838756,-14.922979,-25.427826,1.1144462,541.4205,3.3409848,-10.506288,0.2633805,1.0,235.7966,0.1688037,-9.309646,0.4895345,1.0,0.11511503,-15.3508625,-25.427696,0.8156405,0.2634415092468262,1382.701747894287,5000
15.763294,-13.990173,251.45573,567.163,3.2307882,-10.199686,0.2020603,1.0,232.28275,0.16306427,-9.27943,0.48198053,1.0,0.07553651,-20.862919,-41.683662,1.0621357,638.62177,3.8666925,-10.153478,0.1928185,1.0,239.30545,0.19731867,-9.335683,0.4960437,1.0,0.069860086,-22.146957,-41.69396,0.95131963,0.274499215555191,2755.197827577591,10000
32.572926,-31.092993,446.5195,628.87366,4.1217966,-10.173906,0.19690435,1.0,258.4552,0.25025028,-9.302757,0.48781252,1.0,0.051270828,-23.76987,-54.795147,1.3247912,634.775,4.105535,-10.196671,0.20145713,1.0,260.568,0.25514615,-9.34461,0.49827543,1.0,0.057438817,-25.422287,-54.793888,1.1374797,0.16834615759849547,3596.92862200737,15000
25.820072,-20.234617,356.71796,636.60645,4.2709513,-10.042199,0.17056295,1.0,242.38086,0.27088964,-9.31011,0.48965058,1.0,-0.0025141835,-27.443317,-65.0332,1.3464183,635.18225,4.059126,-10.061202,0.17436339,1.0,234.94377,0.18118533,-9.313331,0.4904556,1.0,-0.033017483,-26.592417,-64.99226,1.1446295,0.03482594275474548,3771.0583407878876,20000
34.035458,-29.162159,464.77094,620.8722,4.0609884,-10.089949,0.18011278,1.0,270.00266,0.3001939,-9.340347,0.4972099,1.0,0.15510067,-28.878164,-72.89202,1.3119376,654.47784,4.3003006,-10.042414,0.17060576,1.0,275.93542,0.28848982,-9.358262,0.50168854,1.0,0.14488888,-29.56057,-72.82405,1.4725268,0.12575694766044618,4399.843080997467,25000
9.068203,-9.337508,211.95511,610.4356,4.2822785,-9.931534,0.14842974,1.0,265.8676,0.28261495,-9.310644,0.48978424,1.0,0.05519072,-32.16721,-78.93293,1.3414562,655.2501,4.4363756,-9.937713,0.1496655,1.0,250.53624,0.24510913,-9.311414,0.48997626,1.0,0.11166944,-31.96788,-78.96997,1.2332191,0.03707826790809631,4585.2344262599945,30000
7.5779834,-6.2972527,249.7708,641.3928,4.1953993,-9.839306,0.12998426,1.0,256.95435,0.22936688,-9.29377,0.4855654,1.0,0.044551503,-31.007019,-83.72441,1.299368,641.2015,4.3804574,-9.883245,0.138772,1.0,259.6587,0.23338452,-9.337227,0.49642965,1.0,0.081914246,-33.411575,-83.72809,1.5965207,0.1474874203681946,5322.671531677246,35000
17.90031,-13.47162,227.52017,630.20386,4.5011573,-9.889841,0.14009106,1.0,238.5054,0.21915719,-9.332857,0.49533728,1.0,-0.02856996,-33.53263,-87.492905,1.276381,632.85944,4.5190067,-9.842498,0.13062254,1.0,263.8501,0.29376993,-9.297343,0.4864588,1.0,-0.033550125,-32.113613,-87.50534,1.3656565,0.015121987104415894,5398.281468868256,40000
5.675016,-8.811549,205.84013,647.0907,4.379901,-9.852394,0.13260192,1.0,262.5541,0.36532024,-9.297806,0.48657453,1.0,0.010396674,-32.71668,-90.31966,1.2977017,638.6477,4.3632965,-9.866659,0.13545477,1.0,266.50693,0.31407094,-9.322739,0.4928075,1.0,0.18097715,-32.42001,-90.324036,1.5423863,0.18126246833801268,6304.593814611435,45000
