dataset,constant_dataset,mean_future_regret_over_phases_firstphase,mean_future_regret_over_phases_secondphase
"antmaze-large-explore-v0,antmaze-large-explore80navigate-v0,antmaze-large-explore40navigate-v0,antmaze-large-navigate-v0",False,0.30 $\pm$ 0.04,0.17 $\pm$ 0.18
