agent,dataset,constant_dataset,hps,phase,regret_phase_1,regret_phase_2,regret_phase_3,regret_phase_4,mean_regret_over_phases,mean_future_regret_over_phases
HIQL,"antmaze-large-explore-v0,antmaze-large-explore80navigate-v0,antmaze-large-explore40navigate-v0,antmaze-large-navigate-v0",False,"frozenset({'lr', 'discount'})",2,0.09333333333333332,9.25185853854297e-18,0.053333333333333365,0.09999999999999999,0.061666666666666675,0.07666666666666667
QRL,"antmaze-large-explore-v0,antmaze-large-explore80navigate-v0,antmaze-large-explore40navigate-v0,antmaze-large-navigate-v0",False,"frozenset({'lr', 'discount'})",2,0.0,-4.625929269271485e-18,0.013333333333333317,0.026666666666666655,0.009999999999999992,0.019999999999999987
