training/actor/actor_loss;training/actor/adv;training/actor/bc_log_prob;training/actor/mse;training/actor/std;training/grad/max;training/grad/min;training/grad/norm;training/value/d_neg_loss;training/value/d_neg_max;training/value/d_neg_mean;training/value/d_neg_min;training/value/d_pos_loss;training/value/d_pos_max;training/value/d_pos_mean;training/value/d_pos_min;training/value/lam;training/value/lam_loss;training/value/total_loss;training/value/value_loss;validation/actor/actor_loss;validation/actor/adv;validation/actor/bc_log_prob;validation/actor/mse;validation/actor/std;validation/value/d_neg_loss;validation/value/d_neg_max;validation/value/d_neg_mean;validation/value/d_neg_min;validation/value/d_pos_loss;validation/value/d_pos_max;validation/value/d_pos_mean;validation/value/d_pos_min;validation/value/lam;validation/value/lam_loss;validation/value/total_loss;validation/value/value_loss;time/epoch_time;time/total_time;grad/value_cosine_similarity_mean;grad/actor_cosine_similarity_mean;grad/value_cosine_similarity_std;grad/actor_cosine_similarity_std;grad/value_magnitude_similarity_mean;grad/actor_magnitude_similarity_mean;grad/value_magnitude_similarity_std;grad/actor_magnitude_similarity_std;grad/value_scale_mean;grad/actor_scale_mean;grad/value_scale_std;grad/actor_scale_std;feature/embedding_rank;step
287.30554;-0.054499775;-9.766547;0.60375977;1.0;21.628952;-110.99481;981.6517;481.22247;31.100191;19.595276;4.4085073;111.044815;28.834333;10.366252;1.8567427;1.0;-110.99481;481.27246;592.2673;267.21964;0.096961774;-9.745292;0.5984457;1.0;482.9301;30.061647;17.874073;3.2251346;76.256836;25.902897;8.448754;2.4201746;1.0003;-76.2297;482.98013;559.20984;0.0002156467498512329;23.96072793006897;0.069115624;0.00083877525;0.077917844;0.24187042;0.6383848;0.19155383;0.28388786;0.30692464;1155.0603;736.57764;1141.2292;1272.331;226;1
74.40897;0.123968;-9.330148;0.49466002;1.0;336.70367;-306.51285;2182.2559;172.02457;962.5226;404.57413;3.5181882;0.057525624;3.6907542;0.6224934;0.003519117;759.20166;-5.713465;209.98465;215.69812;79.11839;0.1460832;-9.355994;0.5011215;1.0;164.67215;946.1726;412.93277;2.0322978;0.043592304;2.797587;0.5904362;0.003926401;759.1912;4.864667;202.63171;197.76704;0.021985524832242666;2466.7943811416626;0.1274941;0.00017269774;0.4308835;0.06265268;0.49176845;0.40182367;0.37954867;0.34336975;24282.219;294.61493;100499.34;909.16473;18;111112
83.6759;0.16508394;-9.318378;0.49171752;1.0;291.2233;-544.6275;2162.5476;174.1663;979.67163;407.09445;1.3734092;0.05258049;2.8715816;0.6261808;0.0029693688;746.03094;-1.9251254;211.46785;213.39297;90.97516;0.1884521;-9.359105;0.5018992;1.0;170.4901;983.63257;413.85635;0.40091944;0.060064618;2.8978996;0.64186895;0.005724769;746.0007;-7.5082107;207.79013;215.29834;0.014058712572458835;4028.871997117996;0.13002333;-0.00017845788;0.41726512;0.05355947;0.46652526;0.4109079;0.3804275;0.34492484;19093.87;394.2273;74475.484;1497.6666;21;222223
80.73205;0.15548702;-9.363352;0.5029608;1.0;402.31055;-115.12059;1283.5043;159.81184;1133.3948;430.64603;2.4593143;0.042929634;2.634481;0.63010055;0.0021044356;729.4891;5.157755;196.2863;191.12854;86.06615;0.19326302;-9.369345;0.504459;1.0;164.17767;1213.0481;424.30286;2.4568486;0.037243586;2.6761308;0.62205917;0.002599317;729.51056;9.30594;200.6532;191.34726;0.012112979205016406;5374.757234334946;0.11806186;2.6388845e-05;0.3903416;0.04863015;0.4643067;0.39100426;0.38372973;0.34314913;17277.605;484.26276;63095.55;1642.5422;23;333334
76.543945;0.17455257;-9.342945;0.4978593;1.0;257.58344;-428.02405;1814.7246;154.30084;1272.4802;442.94226;0.66660875;0.03975912;2.5663204;0.623891;0.0017556286;723.7406;7.41174;190.48788;183.07614;85.122536;0.14830945;-9.341017;0.49737716;1.0;152.21042;1264.8567;444.0979;0.7112682;0.07006492;4.267417;0.64681196;0.00042685695;723.724;-14.5214615;188.3966;202.91808;0.012592090524686732;6773.877009630203;0.10869015;-0.00022246952;0.38201922;0.046666127;0.43600532;0.37948748;0.38227618;0.34213313;18850.68;537.2648;75188.91;1688.9543;28;444445
81.94326;0.17875078;-9.377168;0.5064151;1.0;120.66705;-394.31552;1468.5287;156.08414;1269.6714;440.4016;3.3398528;0.050478686;3.153408;0.63416314;0.0081122;725.54987;-0.34730977;192.36163;192.70894;83.27581;0.17710355;-9.413134;0.51540637;1.0;161.58066;1248.577;434.80835;2.6229002;0.040051773;2.8349333;0.6391264;0.0009331599;725.5467;7.2179036;197.858;190.64009;0.012654375344824106;8179.917314529419;0.109671585;-0.00018426492;0.3916074;0.046390798;0.44726434;0.3958564;0.3764514;0.3428934;13545.5;562.838;50209.94;1993.8873;29;555556
81.015175;0.16979718;-9.37968;0.50704306;1.0;176.24669;-233.51678;1081.932;147.61945;1174.7515;460.1279;0.8529942;0.045629553;2.7463744;0.6286733;0.009381756;710.2084;3.1039283;183.12987;180.02594;85.85283;0.16385765;-9.376078;0.5061422;1.0;159.03433;1206.0939;437.65234;2.042744;0.057064645;3.4089723;0.64176893;0.00095743244;710.1552;-5.016994;194.54208;199.55908;0.01270301645787066;9591.362180948257;0.10680682;-0.00031964385;0.3831801;0.045717854;0.43629715;0.3867128;0.3765326;0.34500724;16939.238;627.0028;73034.125;1981.1945;29;666667
71.10065;0.11144674;-9.3373165;0.49645197;1.0;304.18356;-326.6229;1559.3339;160.86337;1175.0796;433.78906;1.6691676;0.047558904;3.2598743;0.6565109;0.0057775057;705.0812;1.7211716;196.11743;194.39626;79.10852;0.16778746;-9.436897;0.5213474;1.0;158.83218;1140.2645;442.23053;2.219423;0.044090968;2.6719928;0.6229011;0.001208662;705.06604;4.166259;194.08548;189.91922;0.012775572565230158;11010.868830680847;0.10635707;-1.2752791e-05;0.3803686;0.04565181;0.42479366;0.38435552;0.37553066;0.34373862;14024.555;671.8294;55372.09;2289.9834;28;777778
69.90426;0.14349072;-9.354043;0.5006336;1.0;360.97302;-170.11745;1329.9182;151.26993;1255.9453;459.60205;1.0420246;0.040284693;2.5988479;0.61925286;0.0039961506;700.2306;6.8029556;186.28146;179.4785;81.97221;0.1725691;-9.451153;0.52491117;1.0;157.1814;1245.7437;448.14453;0.6794993;0.05340804;2.6223595;0.65440905;0.0017714147;700.2249;-2.3863952;192.19264;194.57904;0.012988755877444918;12454.062490940094;0.10695317;2.791745e-05;0.3851763;0.046488;0.41934898;0.3850771;0.37490538;0.34372184;15242.764;696.3728;64667.91;2400.39;28;888889
79.16867;0.17337543;-9.312601;0.49027324;1.0;263.0364;-105.7144;1139.3641;147.06036;1214.6559;460.45874;0.4408834;0.052646365;3.4623318;0.6466385;0.0020030201;700.97626;-1.8550385;182.10918;183.96422;83.20558;0.15902478;-9.405345;0.51345927;1.0;161.63322;1212.8617;442.88193;1.4650884;0.042583097;2.9804566;0.64157856;0.0043257573;700.9288;5.1987214;196.67966;191.48094;0.006457268865048558;13171.536096334457;0.107287765;-0.00013613063;0.37035707;0.047129326;0.4128966;0.37946242;0.37775147;0.34318262;13743.305;690.3589;53127.97;2170.3254;27;1000000
