agent,configuration,seed,phase,actor,alpha,has_real_alpha,ess_mean,ess_std,saturation_mass_mean,saturation_mass_std,fraction_clipped_mean,fraction_clipped_std,top5_mass_mean,top5_mass_std,entropy_mean,entropy_std
CRL,27,2,926500,actor,23.9573778770864,True,0.29627,0.029127,0.95647,0.009459,0.276953,0.027216,0.163275,0.015929,4.347962,0.093935
CRL,27,3,926500,actor,23.9573778770864,True,0.295684,0.033128,0.967433,0.008971,0.280469,0.032827,0.163541,0.017854,4.345202,0.105841
CRL,27,4,926500,actor,23.9573778770864,True,0.296814,0.030009,0.960459,0.011482,0.278516,0.028351,0.163136,0.01644,4.351653,0.098202
CRL,28,0,926500,actor,27.53473930992186,True,0.297402,0.025367,0.954844,0.018735,0.277344,0.023654,0.162446,0.01417,4.351852,0.087354
CRL,28,1,926500,actor,27.53473930992186,True,0.288665,0.037862,0.95777,0.014383,0.271094,0.035382,0.16836,0.023571,4.31382,0.13118
CRL,28,2,926500,actor,27.53473930992186,True,0.281129,0.026621,0.964675,0.006702,0.265625,0.024429,0.171748,0.018406,4.292519,0.097648
CRL,28,3,926500,actor,27.53473930992186,True,0.298273,0.026248,0.960897,0.016334,0.280859,0.026458,0.161646,0.015417,4.352393,0.085444
CRL,28,4,926500,actor,27.53473930992186,True,0.290762,0.022849,0.95897,0.013654,0.272656,0.022911,0.165859,0.013382,4.328901,0.077587
CRL,29,0,926500,actor,2.329172668978572,True,0.109241,0.012987,0.617777,0.084138,0.051562,0.012187,0.566267,0.074889,3.678594,0.074481
CRL,29,1,926500,actor,2.329172668978572,True,0.109911,0.012752,0.58035,0.078576,0.048438,0.011962,0.563443,0.071565,3.684953,0.070977
CRL,29,2,926500,actor,2.329172668978572,True,0.110243,0.012524,0.591268,0.079347,0.049609,0.011941,0.560961,0.071459,3.683747,0.069822
CRL,29,3,926500,actor,2.329172668978572,True,0.109902,0.012672,0.607496,0.092646,0.050781,0.013021,0.564937,0.074916,3.684603,0.070296
CRL,29,4,926500,actor,2.329172668978572,True,0.110207,0.012864,0.584691,0.089779,0.048828,0.012791,0.563166,0.073343,3.686174,0.068164
CRL,30,0,926500,actor,12.512047793716192,True,1.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,5.545177,0.0
CRL,30,1,926500,actor,12.512047793716192,True,1.0,0.0,1.0,0.0,1.0,0.0,0.046875,0.0,5.545177,0.0
CRL,30,2,926500,actor,12.512047793716192,True,1.0,0.0,1.0,0.0,1.0,0.0,0.046875,0.0,5.545177,0.0
CRL,30,3,926500,actor,12.512047793716192,True,1.0,0.0,1.0,0.0,1.0,0.0,0.046875,0.0,5.545177,0.0
CRL,30,4,926500,actor,12.512047793716192,True,1.0,0.0,1.0,0.0,1.0,0.0,0.046875,0.0,5.545177,0.0
CRL,31,0,926500,actor,17.322846204042435,True,0.290169,0.027614,0.940935,0.019819,0.264453,0.024846,0.168113,0.0161,4.336089,0.091704
CRL,31,1,926500,actor,17.322846204042435,True,0.289502,0.025381,0.941949,0.014955,0.264844,0.025569,0.167998,0.014838,4.333448,0.087245
CRL,31,2,926500,actor,17.322846204042435,True,0.288994,0.023274,0.936753,0.024321,0.262109,0.023252,0.168587,0.01375,4.331826,0.078467
CRL,31,3,926500,actor,17.322846204042435,True,0.285378,0.022936,0.927662,0.024002,0.256641,0.025386,0.170691,0.014681,4.320586,0.07923
CRL,31,4,926500,actor,17.322846204042435,True,0.288486,0.015404,0.93786,0.020831,0.2625,0.018211,0.168037,0.009431,4.333284,0.05387
CRL,32,0,926500,actor,17.355791945010424,True,0.272184,0.020554,0.921532,0.024679,0.240625,0.019066,0.180431,0.013789,4.281206,0.078295
CRL,32,1,926500,actor,17.355791945010424,True,0.265706,0.033995,0.927748,0.02337,0.237109,0.032056,0.186451,0.025993,4.249451,0.129513
CRL,32,2,926500,actor,17.355791945010424,True,0.262797,0.025565,0.938981,0.015435,0.239062,0.022762,0.185798,0.020096,4.235827,0.100429
CRL,32,3,926500,actor,17.355791945010424,True,0.277363,0.0244,0.933352,0.022522,0.25,0.026365,0.176591,0.017181,4.294595,0.085434
CRL,32,4,926500,actor,17.355791945010424,True,0.26984,0.022246,0.943001,0.019289,0.246484,0.022885,0.180633,0.015936,4.266588,0.079563
CRL,33,0,926500,actor,12.77934517711401,True,0.268383,0.022263,0.923881,0.031516,0.237891,0.019265,0.182977,0.014061,4.268953,0.085075
CRL,33,1,926500,actor,12.77934517711401,True,0.269281,0.023209,0.924673,0.029742,0.238281,0.016263,0.182728,0.014598,4.272689,0.086841
CRL,33,2,926500,actor,12.77934517711401,True,0.266553,0.02317,0.926013,0.030882,0.237109,0.018327,0.184012,0.014821,4.261829,0.087241
CRL,33,3,926500,actor,12.77934517711401,True,0.267451,0.023727,0.924729,0.026108,0.238281,0.019313,0.182914,0.014759,4.264129,0.088663
CRL,33,4,926500,actor,12.77934517711401,True,0.268047,0.022308,0.919997,0.017987,0.236328,0.017002,0.183355,0.01399,4.267735,0.08568
CRL,34,0,926500,actor,2.362168477848172,True,0.089287,0.008898,0.601241,0.087007,0.039062,0.011201,0.667074,0.048468,3.567834,0.063764
