checkpoint_path,agent,dataset,phase,seed,configuration,actor,fr_auc_mean,fr_auc_std,gap_mean_mean,gap_mean_std,gap_std_mean,gap_std_std,extractability_index_mean,extractability_index_std,adv_plus_mean_mean,adv_plus_mean_std,adv_minus_mean_mean,adv_minus_mean_std
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_18/phase_402222/seed_3/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,3,18,actor,0.568932,0.021756,0.785008,0.553204,6.630459,8.231627,0.227782,0.119329,0.416173,0.085937,-0.368835,0.5801
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_18/phase_402222/seed_4/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,4,18,actor,0.568528,0.028738,0.786695,0.557897,6.669789,8.288307,0.226078,0.117821,0.415975,0.085742,-0.370719,0.585854
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_19/phase_402222/seed_0/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,0,19,actor,0.590271,0.021836,0.570756,0.396979,4.327224,6.808112,0.289972,0.12897,0.375825,0.077853,-0.194931,0.414168
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_19/phase_402222/seed_1/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,1,19,actor,0.590398,0.021659,0.524692,0.339738,3.670529,5.717748,0.297265,0.125818,0.371724,0.068454,-0.152969,0.345604
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_19/phase_402222/seed_2/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,2,19,actor,0.586238,0.028585,0.600183,0.455688,4.756262,7.693294,0.289732,0.124743,0.379966,0.076517,-0.220218,0.461983
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_19/phase_402222/seed_3/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,3,19,actor,0.581302,0.027024,0.561116,0.394428,4.144553,6.454166,0.281607,0.125864,0.374809,0.079548,-0.186307,0.395724
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_19/phase_402222/seed_4/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,4,19,actor,0.605139,0.026014,0.370174,0.087141,1.432605,0.957486,0.298964,0.097336,0.358045,0.071235,-0.012129,0.062467
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_2/phase_402222/seed_0/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,0,2,actor,0.574426,0.021654,0.792405,0.574929,6.754942,8.497451,0.226599,0.118046,0.416041,0.087649,-0.376364,0.603584
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_2/phase_402222/seed_1/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,1,2,actor,0.566775,0.018542,0.791434,0.572172,6.756138,8.493335,0.225871,0.117487,0.415445,0.09001,-0.37599,0.603048
/bigwork/nhwptoem/gcrl/code/logs-advantage-antmaze-large-single-fixed-batch/QRL_antmaze-large-navigate-v0_64c_lr-alpha/run_logs/configuration_2/phase_402222/seed_2/params_402222.pkl,QRL,antmaze-large-navigate-v0,402222,2,2,actor,0.573367,0.018648,0.795188,0.578537,6.778689,8.52469,0.226043,0.117903,0.415772,0.088245,-0.379417,0.606524
