training/actor/actor_loss;training/actor/adv;training/actor/bc_log_prob;training/actor/mse;training/actor/std;training/grad/max;training/grad/min;training/grad/norm;training/value/d_neg_loss;training/value/d_neg_max;training/value/d_neg_mean;training/value/d_neg_min;training/value/d_pos_loss;training/value/d_pos_max;training/value/d_pos_mean;training/value/d_pos_min;training/value/lam;training/value/lam_loss;training/value/total_loss;training/value/value_loss;validation/actor/actor_loss;validation/actor/adv;validation/actor/bc_log_prob;validation/actor/mse;validation/actor/std;validation/value/d_neg_loss;validation/value/d_neg_max;validation/value/d_neg_mean;validation/value/d_neg_min;validation/value/d_pos_loss;validation/value/d_pos_max;validation/value/d_pos_mean;validation/value/d_pos_min;validation/value/lam;validation/value/lam_loss;validation/value/total_loss;validation/value/value_loss;time/epoch_time;time/total_time;grad/value_cosine_similarity_mean;grad/actor_cosine_similarity_mean;grad/value_cosine_similarity_std;grad/actor_cosine_similarity_std;grad/value_magnitude_similarity_mean;grad/actor_magnitude_similarity_mean;grad/value_magnitude_similarity_std;grad/actor_magnitude_similarity_std;grad/value_scale_mean;grad/actor_scale_mean;grad/value_scale_std;grad/actor_scale_std;feature/embedding_rank;step
318.0119;0.35837513;-9.756641;0.6012834;1.0;21.23955;-98.9793;897.8238;482.45074;30.470062;18.356745;3.528805;99.029305;26.539093;9.752679;2.3838396;1.0;-98.9793;482.50073;581.48004;248.65536;0.06081261;-9.719944;0.59210914;1.0;483.9936;28.11615;16.801683;3.8189995;73.031586;25.914095;8.17915;2.0363219;1.0003;-73.00348;484.04364;557.0471;0.00014941010062012258;16.601107120513916;0.076820984;0.0032470901;0.078834064;0.26839003;0.6487517;0.19614966;0.2862782;0.30695415;869.52893;759.6448;997.68866;1356.586;218;1
88.67454;0.17120534;-9.327072;0.49389103;1.0;292.5087;-218.26518;1698.8878;165.13892;946.24896;412.0102;4.028683;0.059614897;3.3458831;0.6204399;0.0009963193;766.45874;-7.369421;203.46185;210.83127;73.56732;0.144618;-9.357124;0.50140417;1.0;167.08612;967.75287;413.46686;1.3975846;0.046060093;2.813631;0.60279584;0.0023750742;766.485;3.0198803;205.41037;202.39049;0.016325181190436546;1830.508317232132;0.08959263;-0.00055667944;0.4318594;0.069913015;0.4941023;0.39070904;0.37420407;0.3427607;14483.672;185.91101;52877.83;532.8611;16;111112
77.29123;0.15260294;-9.254591;0.47577047;1.0;259.09238;-491.0107;1465.8679;166.38399;957.20374;411.25317;2.5632868;0.04550627;3.2841442;0.61886203;0.0053789457;754.0202;3.3883648;204.08499;200.69662;79.81812;0.14665918;-9.384178;0.5081674;1.0;166.77075;997.2173;411.9653;3.6945996;0.04816461;4.07826;0.6147878;0.0027024145;754.07196;1.3840169;204.47435;203.09033;0.011788720427388488;3140.3648369312286;0.09675963;-0.0004888139;0.43583864;0.058485925;0.49790162;0.37557435;0.37304753;0.33865124;11695.27;250.63861;44772.277;717.0501;18;222223
73.25878;0.11172573;-9.351509;0.5000003;1.0;509.4083;-845.8634;2425.1729;150.25304;1112.9385;448.70032;1.4095922;0.054867387;2.9925332;0.62497205;0.003283048;742.79224;-3.6154566;187.39264;191.0081;80.20879;0.16142595;-9.373367;0.5054647;1.0;161.38513;1144.487;428.03488;2.1392822;0.064931855;3.285701;0.6253347;0.003035209;742.8309;-11.091842;198.52667;209.61852;0.012347412049722612;4512.298144817352;0.09819793;-0.00025037123;0.41861436;0.05397531;0.49123883;0.3817543;0.3717066;0.33903068;11187.604;287.216;43992.742;893.57043;21;333334
78.35829;0.1711532;-9.329997;0.49462214;1.0;510.8879;-683.37463;2304.2253;158.6814;1253.927;442.72476;0.29230565;0.053332508;3.0314038;0.6147207;0.0026310007;721.8509;-2.4055731;194.77394;197.17952;77.72089;0.16829816;-9.387263;0.5089388;1.0;164.7405;1284.5256;427.01196;2.245976;0.041289255;2.7530038;0.629991;0.0017464051;721.8509;6.2878594;200.83304;194.54518;0.01231502219771072;5880.632582426071;0.09589119;-7.508957e-05;0.41845775;0.052573033;0.47132626;0.37463653;0.37394938;0.33907968;9033.22;325.72696;31958.445;976.2231;24;444445
81.87689;0.17336674;-9.353367;0.50046486;1.0;415.75067;-573.9982;1686.5963;159.41992;1365.0607;439.03983;1.599286;0.052157067;3.124982;0.64577746;0.00096393365;718.5702;-1.5500033;195.34843;196.89844;78.37795;0.13718933;-9.40971;0.51455045;1.0;158.87001;1460.6238;443.81418;1.5788621;0.04993117;2.9717267;0.63424087;0.002735503;718.5996;0.049462784;194.8;194.75053;0.012370736500413319;7255.157492637634;0.10183349;-0.00030743956;0.4317008;0.05179938;0.47769237;0.37977841;0.37214777;0.33982447;8960.6;331.87732;35832.32;1080.9819;25;555556
73.953156;0.14066276;-9.352192;0.50017107;1.0;250.56728;-445.6021;1505.6973;157.5437;1428.0215;444.73102;1.6475427;0.05870907;3.3136563;0.6233233;0.0014353128;707.86237;-6.1648226;192.93681;199.10164;90.41718;0.14116096;-9.468391;0.52922076;1.0;158.5318;1582.9371;447.3789;1.3834044;0.052723266;2.759644;0.6461737;0.0015983542;707.8654;-1.9277054;193.92508;195.85278;0.012261938790631036;8617.593779087067;0.09067448;0.00037199986;0.42026168;0.050537407;0.442293;0.37146446;0.37498266;0.33860362;8283.659;375.39575;29420.822;1215.8708;25;666667
79.24045;0.14931738;-9.32219;0.4926706;1.0;193.06647;-290.0318;1193.975;154.04102;1586.8744;451.37323;0.5143452;0.054983683;3.308028;0.64488244;0.0063971034;710.4045;-3.54043;189.56123;193.10167;84.29644;0.17838019;-9.380676;0.50729203;1.0;153.75714;1360.6232;452.6314;1.9076903;0.073500216;4.413995;0.6396862;0.003767154;710.42444;-16.695127;189.27837;205.9735;0.012286640975453232;9982.774750232697;0.09332068;0.000103167884;0.41090164;0.04976989;0.44901705;0.3752915;0.37647513;0.3392047;8858.03;388.9092;32564.125;1335.2535;25;777778
73.34161;0.11789884;-9.372372;0.5052159;1.0;318.62766;-344.0114;1170.7334;151.10963;1495.6598;459.32733;1.9074144;0.046038512;2.7205243;0.6377599;0.0038168887;708.4033;2.8063316;186.5298;183.72346;89.01748;0.19311257;-9.384335;0.5082066;1.0;156.80371;1602.1086;449.4564;4.0939765;0.058463797;3.0763779;0.6315541;0.0039873556;708.4756;-5.996393;192.22748;198.22388;0.012170556827310367;11335.057497024536;0.0988887;9.282538e-05;0.411994;0.050349604;0.43339226;0.3703492;0.3757683;0.339359;9330.592;444.099;34823.004;1605.68;25;888889
80.52931;0.16336687;-9.295429;0.48598015;1.0;329.20566;-990.2262;2460.7717;165.48676;1563.8463;434.60748;4.0997863;0.061418604;3.3599646;0.6643911;0.007158953;702.31085;-8.019409;200.6023;208.6217;84.62047;0.1780642;-9.476278;0.5311926;1.0;152.57013;1536.8705;455.88934;1.8882794;0.05000294;2.8984678;0.635052;0.0012342966;702.3306;-0.0020643282;187.68666;187.68872;0.011912766334715722;12658.696882247925;0.088742025;7.97796e-05;0.40999603;0.049612187;0.44042015;0.37214205;0.37511438;0.33891818;7716.9517;408.0971;27163.236;1259.9966;25;1000000
