checkpoint_path,agent,dataset,phase,seed,configuration,actor,fr_auc_mean,fr_auc_std,gap_mean_mean,gap_mean_std,gap_std_mean,gap_std_std,extractability_index_mean,extractability_index_std,adv_plus_mean_mean,adv_plus_mean_std,adv_minus_mean_mean,adv_minus_mean_std
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_3/phase_46888/seed_4/params_46888.pkl,GCIVL,cube-single-play-v0,46888,4,3,actor,0.670089,0.01878,0.157455,0.03598,1.36347,0.173506,0.118504,0.035986,0.164349,0.027191,0.006894,0.025847
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_30/phase_46888/seed_0/params_46888.pkl,GCIVL,cube-single-play-v0,46888,0,30,actor,0.642725,0.027869,0.170672,0.081555,1.28082,0.118465,0.135407,0.065056,0.191889,0.075312,0.021217,0.018713
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_30/phase_46888/seed_1/params_46888.pkl,GCIVL,cube-single-play-v0,46888,1,30,actor,0.641972,0.028319,0.168095,0.079729,1.274599,0.11629,0.133894,0.063704,0.189136,0.073039,0.021041,0.018906
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_30/phase_46888/seed_2/params_46888.pkl,GCIVL,cube-single-play-v0,46888,2,30,actor,0.641864,0.028262,0.168087,0.080064,1.274694,0.118639,0.13396,0.063927,0.189391,0.073235,0.021304,0.01916
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_30/phase_46888/seed_3/params_46888.pkl,GCIVL,cube-single-play-v0,46888,3,30,actor,0.641968,0.02819,0.16791,0.079225,1.278934,0.120127,0.133305,0.063124,0.188987,0.072544,0.021077,0.018944
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_30/phase_46888/seed_4/params_46888.pkl,GCIVL,cube-single-play-v0,46888,4,30,actor,0.642062,0.028328,0.168609,0.08027,1.27724,0.120986,0.134173,0.064036,0.18968,0.073143,0.021071,0.018766
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_31/phase_46888/seed_0/params_46888.pkl,GCIVL,cube-single-play-v0,46888,0,31,actor,0.608897,0.020217,0.128422,0.038335,1.263254,0.151848,0.103473,0.033173,0.134482,0.039522,0.00606,0.021846
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_31/phase_46888/seed_1/params_46888.pkl,GCIVL,cube-single-play-v0,46888,1,31,actor,0.566806,0.023523,0.123391,0.047638,1.292219,0.128939,0.097386,0.039061,0.123727,0.051889,0.000336,0.018538
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_31/phase_46888/seed_2/params_46888.pkl,GCIVL,cube-single-play-v0,46888,2,31,actor,0.56707,0.025802,0.120252,0.059551,1.270306,0.113377,0.096401,0.051857,0.116433,0.058245,-0.003819,0.016099
/bigwork/nhwptoem/gcrl/code/logs-advantage-cube-single-fixed-batch/GCIVL_cube-single-play-v0_64c_lr-alpha/run_logs/configuration_31/phase_46888/seed_3/params_46888.pkl,GCIVL,cube-single-play-v0,46888,3,31,actor,0.589171,0.022054,0.125024,0.061221,1.284307,0.123025,0.099519,0.049431,0.12602,0.06858,0.000995,0.023285
