agent,mean_normalized_goal_distance_return,mean_normalized_goal_distance_return_scaled
HIQL,0.10 $\pm$ 0.10,0.22 $\pm$ 0.22
QRL,0.13 $\pm$ 0.09,0.17 $\pm$ 0.12
